id,movie_id,title,imdb_index,kind_id,production_year,phonetic_code,episode_of_id,season_nr,episode_nr,note,md5sum
73799,3274157,Hallmark Hall of Fame: Amahl and the Night Visitors: Version III (#3.13),,3,1953,H4562,,,,(USA) (anthology series),d797bb8920f128470e76c575a6a6433c
73800,3274158,Hallmark Hall of Fame: Amahl and the Night Visitors: Version IV (#4.16),,3,1954,H4562,,,,(USA) (anthology series),bb4f61c235285a878dc353bca56c7829
75826,3281270,Fred Astaire singt und tanzt,,3,1963,F6323,,,,(West Germany) (imdb display title),519b822681717ad072e2fed671ec130e
78492,3290613,"Hallmark Hall of Fame: Anne Bradstreet, Puritan Poetess (#1.17)",,3,1952,H4562,,,,(USA) (anthology series),763c6e71a988d26cac555819d1fada2c
85005,3310938,"Auf Wiedersehen, Lübeck... - Ein Rückblick auf die Nordischen Tage 1954",,3,1954,A1362,,,,(West Germany) (long title),e88342513f47fc903f4a40acb3bccf83
90301,3325792,Bandwaggon,,3,1958,B5325,,,,(Australia) (alternative spelling),5d843ad7715eadd1f183ec4efd78a3e8
94125,3339070,White Acacia,,3,1957,W32,,,,(International: English title) (informal literal title),c3ea1376e361e8f585dde42fefa1e95c
94126,3339070,âÅÌÁÑ ÁËÁÃÉÑ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),9bda83cdcfbb092a944c5f7b0d710371
95123,3341843,Hallmark Hall of Fame: Berkeley Square (#8.5),,3,1959,H4562,,,,(USA) (anthology series),a549081f5c3434c38b07d946fb6a9a72
96363,3346269,Beyond the Curtain of Space,,3,1956,B5326,,,,,4649789eba4cb365b65d19af6045e1d7
98187,3353073,The Frank Sinatra Timex Show,,3,1959,F6525,,,,(USA) (closing credits title),215e7cff6959e2350dd3715c37d8a109
98189,3353085,The 1958 USO Christmas Show,,3,1985,U2623,,,,(USA) (video title),f301388ef33639191963b55c8a3482b0
98190,3353085,The All-Star Christmas Show,,3,2014,A4236,,,,(USA) (new title),352d130e3a131171c0bd034782658cb9
99153,3356760,Hallmark Hall of Fame: Black Chiffon,,3,1953,H4562,,,,(USA) (anthology series),c3d9718bda83f780664c17b6cb690094
99919,3360309,Hallmark Hall of Fame: Blaze of Darkness (#3.14),,3,1953,H4562,,,,(USA) (anthology series),6e4583df22d7877abaf8f6c394edfe34
100071,3360795,Look Back in Anger,,3,1958,L2125,,,,(International: English title),a2a98904b0b1d2af3ac127c57996946d
103653,3372607,Hallmark Hall of Fame: Born Yesterday (#6.1),,3,1956,H4562,,,,(USA) (anthology series),a6b005bccae95ed676b8b2548500105c
104780,3377027,Hallmark Hall of Fame: Bread of Freedom (#2.11),,3,1952,H4562,,,,(USA) (anthology series),21e39b44e0d7db78bdf52216b834819b
109182,3393142,Das ist Paris.../Au revoir Paris!,,3,1954,I2316,,,,(West Germany) (imdb display title),4e8c559e7de1aedb15eb671832f3db56
110311,3396792,Excerpts from the Cambridge Footlights Revue 'La Vie Cambridgienne',,3,1948,E2613,,,,(UK) (long title),3b01f92d13b98ea9d638e2cb8389e3a5
113778,3408546,Zamore,,3,1954,Z56,,,,(alternative title),5883c6769f29dc7d1e464d4162463903
116257,3416491,Check-Mate,,3,1953,C253,,,,(USA) (alternative spelling),30663ab1c2df10008970c7cb631830d6
118554,3421947,ðÒÉËÌÀÞÅÎÉÑ þÉÐÏÌÌÉÎÏ,,3,1959,,,,,(Soviet Union: Russian title) (Cyrillic KOI8-R title),45aff768e19390496cc1e2ea3d85fe68
121018,3427318,Rodgers and Hammerstein's Cinderella,,3,1957,R3262,,,,(USA) (complete title),694a3bf670986ced2c106cb779cc8996
121476,3428956,Zwei Jungen entdecken London,,3,1955,Z2525,,,,(West Germany) (imdb display title),298337f57eca88385442a49af849b790
123947,3439531,Hallmark Hall of Fame: Come to the Window (#3.38),,3,1954,H4562,,,,(USA) (anthology series),2b9f660c9f29b1d821fa9aec85421833
125271,3445243,Hallmark Hall of Fame: Constitution Island (#1.12),,3,1952,H4562,,,,(USA) (anthology series),08fb7385b5aba13899760cd6e341601c
126969,3452212,Hallmark Hall of Fame: Crabapple Saint (#2.1),,3,1952,H4562,,,,(USA) (anthology series),9ffb48f274bc2a7a9b215e072b8d5965
127050,3452531,Hallmark Hall of Fame: Cradle Song (#4.36),,3,1955,H4562,,,,(USA) (anthology series),b727ca9c6f125c21775ecd39eb96d9f9
127132,3452823,Crash of the Moons,,3,1954,C6213,,,,(USA) (video box title),998a9d0ef1cf127eb88aa5e5adf299ec
127133,3452823,"Rocky Jones, Space Ranger: Crash of the Moons",,3,1954,R2521,,,,(USA) (long title),7fe1db62fd1180a28504c11bf374c106
128265,3456654,Crossroad Avenger,,3,2010,C6263,,,,(Australia),51ad04c1b179d4d745cec9637376a740
128321,3456935,Hallmark Hall of Fame: Crown of Audubon (#2.25),,3,1953,H4562,,,,(USA) (anthology series),e8b876713b2f84d827a570d1b7142733
128414,3457356,Hallmark Hall of Fame: Crusade for Freedom (#4.2),,3,1955,H4562,,,,(USA) (anthology series),3e38ea2355d3b4b85ce56058eb0db1e0
128415,3457361,Hallmark Hall of Fame: Crusade to Liberty (#3.16),,3,1954,H4562,,,,(USA) (anthology series),48d994644f032dc0acb9c1715c56e65e
128417,3457366,Hallmark Hall of Fame: Crusader Against Cruelty (#3.21),,3,1954,H4562,,,,(USA) (anthology series),645986f8fb8e06c864239237c0a776fb
128669,3458111,Családfõ,,3,1958,C2431,,,,(Hungary) (original ISO-LATIN-2 title),3bc4cc02ed0651249b85dba0f45e9aca
133050,3469816,Denmark's First Television Broadcast,,3,1948,D5621,,,,(International: English title) (literal English title),a0c2d29e2c5f8b3b71da77149ab846e6
134527,3473781,"Das Geld, das auf der Straße liegt",,3,1958,G4321,,,,(West Germany),469b61b48016aeb0be0e3f38f8066909
135977,3477662,Davy Jones' Clock: A New Signal Box,,3,1958,D1252,,,,(UK) (complete title),b99d8de28c37a6c0867bcf095dc8da46
137970,3483087,Hallmark Hall of Fame: Deadlock (#4.14),,3,1954,H4562,,,,(USA) (anthology series),4a3f57c2dc477b2b3aab3683e5cc51e9
140632,3491006,The Bald Primadonna,,3,1959,B4316,,,,(Europe: English title) (informal literal title),5fc77f8a7c86d6dc01e345505ac09c2d
141366,3492841,Der Dank der Unterwelt - Eine Geschichte aus Soho,,3,1958,D5236,,,,(West Germany) (series title),0489755d5ad1f73bf063aa1c244454cb
142063,3494224,The Hound of the Baskervilles,,3,1955,H5313,,,,(International: English title) (informal literal title),baa1b2ee360896074915c2b057df1455
142551,3495213,"Edgar Wallace: Der Mann, der seinen Namen änderte",,3,2015,E3264,,,,(Germany) (DVD title),7f06d43a70779a7f50cda4a889cdfd62
146220,3504277,Hallmark Hall of Fame: Dial M for Murder (#7.6),,3,1958,H4562,,,,(USA) (anthology series),637e3864edb68c4e5f5c205aeaf47150
147532,3507338,Die große Liebe,,3,1958,G641,,,,(Germany),3f4c4124ab1ac235eaccc04f2a059a03
147736,3507766,Señora Carrar's Rifles,,3,1953,S6262,,,,(USA),c6e7d9104f64185befaf8fe865a7f286
147969,3508166,The Matchmaker,,3,1955,M3252,,,,(International: English title),3fee12f8e7e1f189feb0a66c95dd8b82
148256,3508693,Die Kluge,,3,1955,K42,,,,(West Germany) (short title),0ef2313ee7e1600807262567a0cf81e0
149244,3510834,Der Spieler,,3,1954,S146,,,,,e80401dc534499f33ad68f3aa26874d7
149325,3510975,Die Stimme aus dem Hut - Eine Geschichte aus Soho,,3,1959,S3523,,,,(West Germany) (series title),c7761d65a97a227c53c3976ac028b3d7
149957,3512213,Zwangseinweisung oder Im Namen des Wohnungsamtes,,3,1954,Z5252,,,,(West Germany) (complete title),1efd6598a8130ca145edd3060f8f25b8
150672,3514275,Hallmark Hall of Fame: Dinner for the General (#2.26),,3,1953,H4562,,,,(USA) (anthology series),29cf1743040f6b24016820734de03358
151332,3516909,Discrétion assurée: police privée,,3,1957,D2635,,,,(France) (alternative title),bc1c36e186734d0b1a7f4e80ff34e8a9
151445,3517393,Kodak Presents Disneyland '59,,3,1959,K3216,,,,,8af5e2396f84841eb9b9d9a275a2f0fb
151993,3519683,The Diary of Anne Frank,,3,1959,D6151,,,,(Europe: English title),b1c6eed2a3ec4a0005ac6d454db1d00f
152637,3521120,Hallmark Hall of Fame: Doctor Serocold (#1.2),,3,1952,H4562,,,,(USA) (anthology series),0d41d7e8ee23c592addcdd1038f05ca1
153496,3523537,La domenica di un fidanzato,,3,1954,D5235,,,,(Italy) (informal title),ac7e4061bc515e5d2202b6b2b2bac4c9
153832,3524479,äÏÎ óÅÚÁÒ ÄÅ âÁÚÁÎ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),69a6b6864d121418818b19ff02f79464
153887,3524752,Hallmark Hall of Fame: Don't Cry for Me (#4.2),,3,1954,H4562,,,,(USA) (anthology series),be76920a33794a27d878b2578a72627e
155270,3527745,äÏÒÏÇÏÊ ÂÅÓÓÍÅÒÔÉÑ,,3,1957,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),c10eb2e56dd93ef4b59ff20eec21a8ec
155704,3528581,Double-Barrel Miracle,,3,1954,D1416,,,,(USA) (alternative spelling),72bbd34098dc9ef4d64bdbd08c5ab4d2
156394,3531236,Hallmark Hall of Fame: Dr. Harvey W. Wiley (#4.21),,3,1955,H4562,,,,(USA) (anthology series),967c95d3e49ffd102d244e614b57b637
157199,3533082,Hallmark Hall of Fame: Dream Girl (#5.3),,3,1955,H4562,,,,(USA) (anthology series),51271ecec0a1269ace7b47c09f53ddab
159602,3540058,Hallmark Hall of Fame: Dutch Treat (#2.3),,3,1952,H4562,,,,(USA) (anthology series),1fbe6d16492ff6e31b0684833e484e9b
160090,3540945,"Hallmark Hall of Fame: Dynamite, the Story of Alfred Nobel (#4.1)",,3,1954,H4562,,,,(USA) (anthology series),12b2f1833cdc9e40276a25b1ae5ad993
161675,3545960,Hallmark Hall of Fame: Edgar Allan Poe at West Point (#4.41),,3,1955,H4562,,,,(USA) (anthology series),7676c0d7d9657f1b798b719c5f395d70
162815,3548989,An Ideal Husband,,3,1958,I3421,,,,(International: English title),779465849c2b972b865fb9035950933b
162934,3549307,Ein Phönix zuviel,,3,1955,P5214,,,,(West Germany),d378c29094b494742cf400597a7744fc
163953,3551659,"Love, the Magician",,3,1952,L1352,,,,(UK) (alternative title),5af0a69a611b5bdbba1969b31e3993ac
169471,3567884,All's Well That Ends Well,,3,1954,A4243,,,,(International: English title) (informal literal title),202cdd4f06603876f3a91d0553edaa1a
170766,3572111,Musik der Gegenwart: Ercole,,3,1956,M2362,,,,(West Germany) (complete title),fb1e28fedc043a40613d7c0cfd7c154e
172676,3577488,A Doll's House,,3,1958,D42,,,,(USA) (literal English title),6c4b481632024e841fd9868538a9590f
175380,3588216,Hallmark Hall of Fame: Faith Is a Nine-Letter Word (#2.8),,3,1952,H4562,,,,(USA) (anthology series),e0e63028b23e5335104dc57ce190d365
177267,3594280,Hallmark Hall of Fame: Father Time (#2.18),,3,1952,H4562,,,,(USA) (anthology series),65bd0c80e8cf3f925722ade958bb9282
181557,3609302,Hallmark Hall of Fame: Flight from Cathay (#3.39),,3,1954,H4562,,,,(USA) (anthology series),52c844663f64de3ff72ae6ede7fef3ae
181816,3610165,Hallmark Hall of Fame: Florence Nightingale (#1.6),,3,1952,H4562,,,,(USA) (anthology series),aca4f1973491c70b7c30e46c86ba52c4
183348,3616690,Hallmark Hall of Fame: Forgotten Children (#1.26),,3,1952,H4562,,,,(USA) (anthology series),667607416a75722d180d24a1bb332ced
184502,3621009,Fraternity,,3,1954,F6365,,,,(International: English title) (imdb display title),d219b0630fc7fddb627bfd5637c6ff44
185527,3624853,Frische Brise - Pfingstgrüße vom Ostseestrand,,3,1955,F6216,,,,(West Germany) (long title),205eed9d9f13064d04d6a248db64fbfa
188233,3632695,Ugly Duckling,,3,1957,U2432,,,,(International: English title),0c22c8842001b1dae21a76b017f7adb1
188234,3632695,çÁÄËÉÊ ÕÔ£ÎÏË,,3,1957,,,,,(Soviet Union: Russian title) (Cyrillic KOI8-R title),af2eb7c45293fc992c32786c55c2fd2d
188463,3633256,Eric Sykes' Gala Opening,,3,1959,E6241,,,,(UK) (complete title),6a5f3c0a113a77f9fc1de42c323ea024
190114,3638466,Gefährliche Wahrheiten,,3,1957,G1642,,,,,b8db5b95e7c7fc3ad944364cb374f9aa
191085,3639733,General Foods Anniversary Show,,3,1954,G5641,,,,(USA) (short title),52401471777c87af18b44dfa1138f1d1
191086,3639733,General Foods Anniversary Special,,3,1954,G5641,,,,,02886f084d9b38dd6cb170c717a3d12d
196587,3655989,Gentry's People,,3,1959,G5362,,,,,b0d78c624aa04f51b3857626b9a7a8b4
198062,3661577,George Bernard Shaw's Great Catherine,,3,1958,G6216,,,,(USA) (complete title),08d0bef643f9d41c67ed8f2850ffd546
204270,3675910,Hallmark Hall of Fame: Hans Brinker and the Silver Skates (#7.4),,3,1958,H4562,,,,(USA) (anthology series),4315dbebfc84a08359d31927134f57c3
204271,3675910,Hans Brinker e i pattini d'argento,,3,1958,H5216,,,,(Italy) (imdb display title),25d1d6ed212df5da880c8990e0337363
205323,3679595,Hallmark Hall of Fame: Harriet Quimby (#1.13),,3,1952,H4562,,,,(USA) (anthology series),3187c6df9636b5acfd651354e3dcd07f
208688,3690336,Mensch und Werk: Henry Moore,,3,1954,M5253,,,,(West Germany) (imdb display title),30d99029e369de773e7eef12bf428ae3
209397,3693426,Mr. Sleeman Is Coming,,3,1957,M6245,,,,(International: English title),fcf0e56aea1b0d05c1c898f8a2d0473c
209665,3694063,Le musée folklorique,,3,1956,M2142,,,,(Belgium: French title),3f5049868539218fdc74338159632726
210297,3695678,Expert Witness,,3,1958,E2163,,,,,0b8a0db67ee0f01a00f8e935456b6496
213140,3703638,Sonja Henie's Holiday on Ice,,3,1956,S5252,,,,(USA) (complete title),583163f4e78aa5133316229e28b9f178
213619,3705809,Hallmark Hall of Fame: Home Is the Sailor (#2.19),,3,1953,H4562,,,,(USA) (anthology series),528486d594365579be4a6636a9a18b3c
214692,3709368,Hallmark Hall of Fame: Horace Mann's Miracle (#2.28),,3,1953,H4562,,,,(USA) (anthology series),aae57643f3266beb44add0ef5178817e
214800,3709679,Hallmark Hall of Fame: Horns of a Dilemma (#2.4),,3,1952,H4562,,,,(USA) (anthology series),7ced60b4dca46bc4b6dd1ea768c18372
220634,3725618,Hallmark Hall of Fame: I Lift Up My Lamp (#1.34),,3,1952,H4562,,,,(USA) (anthology series),3b0507ca647825c7c5f2009f514cf42c
225711,3736995,Il novelliere: The picture of Dorian Gray,,3,1958,N1463,,,,(imdb display title),3c55723e188a9585085029d91f32849d
227848,3740934,Hallmark Hall of Fame: Immortal Oath (#4.6),,3,1954,H4562,,,,(USA) (anthology series),6f31b1feff516847500c4c19e2370c4c
234464,3765266,Aus der Asche,,3,1958,A2362,,,,,a4a7bf53938218a676da46d95d73ae52
234465,3765266,éÚ ÐÅÐÌÁ,,3,1958,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),fb9d9cb5687fb4b553ff84702b556f04
234915,3766252,Het jaaroverzicht van 1958,,3,1958,J6162,,,,(Netherlands) (alternative title),171d72871c8c8934edc01633c85a707e
234916,3766252,Jaaroverzicht 1958,,3,1958,J6162,,,,(Netherlands) (DVD menu title),e5d364a16d45d9c7bb263ce0106ff036
236691,3771918,Jazz Concert,,3,1953,J2526,,,,(International: English title) (imdb display title),7b3abea7af38c9c5256cce6ad9fd3084
239966,3779158,Hallmark Hall of Fame: Joan of Arc (#2.15),,3,1952,H4562,,,,(USA) (anthology series),e0be4ea63cfa04214c5b86d69cdee44b
240431,3780812,Hallmark Hall of Fame: John Marshall and the Burr Case (#3.15),,3,1954,H4562,,,,(USA) (anthology series),f8536001bf9268e8755def19a23e3c1e
240438,3780888,Hallmark Hall of Fame: John Paul Jones (#3.41),,3,1954,H4562,,,,(USA) (anthology series),afb64c2ac186e3a115b931b69e1a68d0
240547,3781186,Hallmark Hall of Fame: Johnny Belinda (#8.1),,3,1958,H4562,,,,(USA) (anthology series),bd68f0a81a4ebb2cca090fd48839a3c6
241393,3783554,Het jaaroverzicht van 1956,,3,1956,J6162,,,,(Netherlands) (alternative title),6444426439678e1beea12b031184860d
241394,3783554,Jaaroverzicht 1956,,3,1956,J6162,,,,(Netherlands) (DVD menu title),72a867e35fb2a6a53b4e736026788a1a
241395,3783554,Journaal 1956,,3,1956,J654,,,,(Netherlands) (alternative title),2752d0c1e79de719b0ce458390cb2566
242496,3786362,Hallmark Hall of Fame: Juliette Low and the Girl Scouts (#1.11),,3,1952,H4562,,,,(USA) (anthology series),51ba51272dea5e930fc4862664ff791c
242516,3786411,Hallmark Hall of Fame: Julius Caesar,,3,1953,H4562,,,,(USA) (anthology series),15cd5b45a2a55d27d9644fa8d59a9f9e
247017,3797075,Charles-Quint: destin d'un empire 1,,3,1957,C6425,,,,(Belgium: French title),f5129de876e99a3282b306cd504d827d
247018,3797076,Charles-Quint: destin d'un empire 2,,3,1958,C6425,,,,(Belgium: French title),7c0298001599bf00ce4807cbdfbbda43
251802,3809048,Hallmark Hall of Fame: King Richard II (#3.18),,3,1954,H4562,,,,(USA) (anthology series),2ae17c22d8e0974d607a8ca730ac582c
252585,3810759,Hallmark Hall of Fame: Kiss Me Kate (#8.2),,3,1958,H4562,,,,(USA) (anthology series),5bed39147ba8d4494330e428f9379e29
253160,3812124,Kleine Winterreise in den Harz - Ein Filmbericht über Norddeutschlands Skiparadies,,3,1955,K4536,,,,(West Germany) (long title),bbd7744248bedfe1b9ea9476ccef3139
255720,3816768,Frankie Howerd's Korean Party,,3,1952,F6526,,,,(UK) (complete title),2e47cfc02f4ea7df03aeba6c7c0da35a
257614,3819650,Western Premiere of Commercial Television,,3,1947,W2365,,,,(USA) (alternative title),584be5575846db024a6f355ccac16b02
258681,3821492,Christmas Concert,,3,1954,C6235,,,,(International: English title) (imdb display title),fcaafe5bc2e96b5c3faa9e2b1e732014
265440,3831619,Sleeping Beauty,,3,1954,S4152,,,,(International: English title) (imdb display title),34f3f5f27f374aaa7251482e7439fe87
271739,3842335,Twelfth Night,,3,1957,T4135,,,,(International: English title),c77f65e62454c5a8e09c2cc785b223ad
272873,3844298,The Flea in the Ear,,3,1956,F4536,,,,(International: English title) (imdb display title),fab84f222f890de32df677e8bbb64740
276492,3850727,Hallmark Hall of Fame: Lady in the Wings (#4.8),,3,1954,H4562,,,,(USA) (anthology series),dd5adf065b457c5583a1e443ba292a8e
276611,3851077,Hallmark Hall of Fame: Lafayette for Freedom (#3.31),,3,1954,H4562,,,,(USA) (anthology series),ac1e0aea1f94bb302418de61f3ddbbb8
280174,3860586,The Fourposter,,3,1955,F6123,,,,(International: English title),4481315c5ea1bbbde6e34941c79804b0
282048,3863036,The Game of Love and Chance,,3,1954,G5141,,,,(International: English title),92deaf7b2b48ae9db83d09c3c3090123
285002,3867250,Das Testament des Dr. Cordelier,,3,1959,T2353,,,,(West Germany),94152fd1cb8a9721aef4afc7c4562643
285004,3867250,Experiment in Evil,,3,1959,E2165,,,,(USA),89b9175bec2ce4b6793a072ad488efac
285005,3867250,Il testamento del mostro,,3,1959,T2353,,,,(Italy),d94cd9140563d43c91569d8c1fd850be
285006,3867250,The Doctor's Horrible Experiment,,3,1959,D2362,,,,(USA),f33e1337bfcc6ba50851aee539a99ea0
285007,3867250,The Testament of Doctor Cordelier,,3,1959,T2353,,,,,0c71ccc7c6234f37b4c2f419e2c20609
288373,3874331,The False Confessions,,3,1955,F4251,,,,(International: English title),d57a536b2a6933e1bbb2508a5ca14c04
289017,3875147,The Gamblers,,3,1950,G5146,,,,(International: English title) (imdb display title),71b37a8432875fc5587309175010ac5c
293577,3887530,Hallmark Hall of Fame: Lincoln's Little Correspondent (#2.24),,3,1953,H4562,,,,(USA) (anthology series),c650ab9174fd96c763dfcd4b96f29072
293616,3887735,Hallmark Hall of Fame: Line of Duty (#2.1),,3,1952,H4562,,,,(USA) (anthology series),0982fcae165cfd6f5cb4fe0df8926bf2
294326,3890418,Hallmark Hall of Fame: Little Moon of Alban (#7.5),,3,1958,H4562,,,,(USA) (anthology series),579dc778b680d0f2fa655c61835be472
295838,3895497,Hallmark Hall of Fame: Lone Star (#3.19),,3,1954,H4562,,,,(USA) (anthology series),1b01f3ba663c07dbfc14d2239350579a
298557,3905746,Hallmark Hall of Fame: Love Story (#1.3),,3,1952,H4562,,,,(USA) (anthology series),76a37dd9425f9e8b9f290c6b5388a200
300244,3911629,Hallmark Hall of Fame: Lydia (#4.32),,3,1955,H4562,,,,(USA) (anthology series),90aa1e142667c134b47ab45f1bf68daf
301620,3914277,Hallmark Hall of Fame: Macbeth (#4.13),,3,1954,H4562,,,,(USA) (anthology series),e2ec398802401f4ad8a76224f5f6c384
305073,3924298,Hallmark Hall of Fame: Man Against Pain (#2.43),,3,1953,H4562,,,,(USA) (anthology series),820254302930094a5e84fce4575b62c7
305089,3924352,Hallmark Hall of Fame: Man and Superman (#6.2),,3,1956,H4562,,,,(USA) (anthology series),44e84009617e21300c40f4282e49ddb0
307312,3930662,Marieke van Niemeghen,,3,1959,M6215,,,,(Belgium: Flemish title),7cb96b318604103354c819e00a1661fe
310259,3939461,Hallmark Hall of Fame: McCoy of Abilene (#3.4),,3,1953,H4562,,,,(USA) (anthology series),fd863fd9e8c4ff5b14d0f83d329e20de
310976,3941936,Hallmark Hall of Fame: Meet Me in St. Louis,,3,1959,H4562,,,,(USA) (complete title),33ee78a627b518cad02d6d2225193593
311509,3943193,My Friend Harvey,,3,1959,M1653,,,,(International: English title) (informal title),1735347a067642859421cf3757c90dfa
312495,3946140,"Rocky Jones, Space Ranger: Menace from Outer Space",,3,1956,R2521,,,,(USA) (long title),0e1598186c51fb61edc775fbdd166d12
316877,3958262,Hallmark Hall of Fame: Miracle in May (#1.18),,3,1952,H4562,,,,(USA) (anthology series),588c5961ed6aaa1b2c776192fb82c7a2
317560,3960602,Hallmark Hall of Fame: Miss Tracy of Mount Vernon (#3.22),,3,1954,H4562,,,,(USA) (anthology series),997a7d64561d44be645b9e6bf8e07c44
318004,3962094,Hallmark Hall of Fame: Mistress of the White House (#1.9),,3,1952,H4562,,,,(USA) (anthology series),ac9145bad2a957bed474fb1ffee543b7
318826,3963921,Hallmark Hall of Fame: Moby Dick (#3.34),,3,1954,H4562,,,,(USA) (anthology series),a63e25cfe45554a1a0707b342456eece
319114,3964956,Mole's Adventure,,3,1958,M4231,,,,(Japan: English title) (literal English title),9d1b2ee60e3e93b208ef03ef3ac0839f
322592,3976007,Mozart i Salieri,,3,1957,M2632,,,,(Soviet Union: Russian title),304a2f7c51c8b082d09f634c08bb7233
322593,3976007,íÏÃÁÒÔ É óÁÌØÅÒÉ,,3,1957,,,,,(Soviet Union: Russian title) (Cyrillic KOI8-R title),d226e4369625a5e44ebd86ef027c159c
322673,3976424,Hallmark Hall of Fame: Mr. and Mrs. Freedom (#1.25),,3,1952,H4562,,,,(USA) (anthology series),93f99c2cff56dac182915dbb55cf7400
323184,3978172,Hallmark Hall of Fame: Mrs. Thanksgiving (#2.13),,3,1952,H4562,,,,(USA) (anthology series),b5598786150cea9e9d74c34125f1075e
327999,3993360,Vers la vie,,3,1954,V6241,,,,(Belgium: French title),0b95448bb217f40fda16304d7931cdb2
331774,4002491,"Hallmark Hall of Fame: Nefretiti, Queen of Egypt (#1.24)",,3,1952,H4562,,,,(USA) (anthology series),61f1c72f4d688eaed30a56150ada0aff
333053,4005623,Hallmark Hall of Fame: Never Kick a Man Upstairs (#3.5),,3,1953,H4562,,,,(USA) (anthology series),88de14f83df8f26c5ee6b898c4f47b0f
336737,4015999,Hallmark Hall of Fame: No Man Is an Island (#2.36),,3,1953,H4562,,,,(USA) (anthology series),241fbb8ee5b6c5dc5c7960d05fb07757
340578,4027794,New Year Jazz Parade,,3,1956,N6216,,,,(International: English title) (imdb display title),0ea0a881eab3fee4970f5bf38f6af9b6
340579,4027795,New Year Jazz Parade,,3,1958,N6216,,,,(International: English title) (imdb display title),b4add1eb5e9e97bdca89dd5bd98d338b
342674,4033205,Nude with Violin,,3,1959,N3145,,,,(International: English title) (informal English title),86022be7ec95435c459490998a6e2157
342675,4033205,ïÂÎÁÖ£ÎÎÁÑ ÓÏ ÓËÒÉÐËÏÊ,,3,1959,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),040bb58c6fa0826c6e96d7339e207fdc
343628,4035654,Hallmark Hall of Fame: Of Time and the River (#3.2),,3,1953,H4562,,,,(USA) (anthology series),8b6628c6eb95d9478231c6429d00b420
343629,4035655,Hallmark Hall of Fame: Of Time and the River (II) (#3.8),,3,1953,H4562,,,,(USA) (anthology series),6507023b36d8f7bfc19e4e240f70f94e
345657,4041676,Hallmark Hall of Fame: On Borrowed Time (#7.2),,3,1957,H4562,,,,(USA) (anthology series),ce4905c37ee2660af40c65d9683297c5
346963,4046708,Lenny Bruce & the Jazz Stars,,3,2009,L5162,,,,(USA) (DVD box title),bde420fe6a08c634143c343d247d3252
348866,4052385,Hallmark Hall of Fame: Ordeal by White House (#1.15),,3,1952,H4562,,,,(USA) (anthology series),3fc55d48f7ca28550c7d7add70a21b51
349391,4053763,Viva Italia,,3,1958,V134,,,,(UK),584a9caad241e82eb5fe6510658e32fc
349392,4053763,Viva Italia,,3,1990,V134,,,,(Germany) (imdb display title),83b2903464ebf0215b1498f41703f57d
351047,4057386,Hallmark Hall of Fame: Our Sister Emily (#1.27),,3,1952,H4562,,,,(USA) (anthology series),9f2ee2af7004ab4722d101ccabc4c681
351186,4058111,Hallmark Hall of Fame: Out of Jules Verne (#3.26),,3,1954,H4562,,,,(USA) (anthology series),f39c20824c9bc74dcac2516d944931dc
353601,4066617,Television's Annual Frolic: Pantomania presents The Babes in the Wood,,3,1957,T4125,,,,(UK) (complete title),1868680db2dbebba7725342c079c9574
355969,4075421,Hallmark Hall of Fame: Patrick Henry (#4.23),,3,1955,H4562,,,,(USA) (anthology series),1ea989edeba66c7366bc978142b810e6
357106,4079368,Penelope,,3,1958,P541,,,,(West Germany) (short title),37b1d98b01f2ee4fc5954df30de1a65a
359087,4084882,Hallmark Hall of Fame: Petticoat Revolution (#3.32),,3,1954,H4562,,,,(USA) (anthology series),6819fda4996aae09469e5778b9e364a5
359524,4086596,Hallmark Hall of Fame: Photograph by Brady (#2.3),,3,1953,H4562,,,,(USA) (anthology series),b41b3ea4393da3fe8ab687ac9bd9b38d
360244,4088977,ðÉÇÍÁÌÉÏÎ,,3,1958,,,,,(Soviet Union: Russian title) (original Cyrillic KOI8-R title),73beb72a0752c577ce945ba92d3a69ee
363048,4097538,John Betjeman: A Poet in London,,3,1959,J5132,,,,(UK) (alternative title),687a5dcea15b19c1b1b06c0c0a0c2ef7
364696,4100465,The Gene Kelly Show,,3,1959,G5242,,,,(USA) (alternative title),7e41ed0e6b57f25955c8f7170fcbd664
365389,4103009,Hallmark Hall of Fame: Portrait by Whistler (#3.33),,3,1954,H4562,,,,(USA) (anthology series),4de2b5eb34b542a0a572934aa496cd09
367263,4108110,Hallmark Hall of Fame: Prelude (#1.1),,3,1952,H4562,,,,(USA) (anthology series),9cb9d36deb0fde055731f4d139b02515
367566,4109311,Hallmark Hall of Fame: President for a Day (#4.12),,3,1954,H4562,,,,(USA) (anthology series),c57077a608a261dc57ab538f0ded3b1a
370380,4117340,Hallmark Hall of Fame: Proudly I Love (#2.39),,3,1953,H4562,,,,(USA) (anthology series),d29b85f4eced5c1d12c30d3c32a13033
375190,4129411,Rabies - Scener ur människolivet,,3,1958,R1256,,,,(Sweden) (long title),f61697099fab6cc6df5def6402b552a2
