,id,title,kind_id,production_year,phonetic_code,series_years,md5sum,id.1,movie_id,company_id,company_type_id,note,id.2,name,country_code,name_pcode_nf,name_pcode_sf,md5sum.1
9757,2810039,the verdict is yours,2,1958,v6323,1958-????,3c7d793a66762d4fd4248e21d0ef5f3a,661110,2810039,66,1,(1957-1962) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9762,2810490,the vic damone show,2,1956,v2352,1956-????,7c048772d374e3d98e84f615da48c824,661138,2810490,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9764,2819500,the web,2,1950,w1,1950-1954,ba0575807737e1ab47931341c7255d7c,663392,2819500,66,1,(1950-1954),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9927,2821033,the whistling wizard,2,1951,w2345,1951-????,7e99d3e60963a12e352df13646ffa415,664634,2821033,66,1,(1951-1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9928,2825735,the world is yours,2,1951,w6432,1951-????,bc3fcb77509b44b32c7a40dad223655e,666390,2825735,66,1,(1951) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9929,2840643,theatre of romance,2,1949,t3616,1949-????,c60409e307acf595525147bafd90fe93,671677,2840643,66,1,(1949-1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9933,2844679,this is show business,2,1949,t2125,1949-1954,c50ece68911301e831d56d31e446dc37,672889,2844679,66,1,(1949-1954) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9941,2852474,those whiting girls,2,1955,t2352,1955-1957,42d40a7c505c55b736d5b490dce113f4,673597,2852474,66,1,(1955-1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9968,2862501,tightrope,2,1959,t2361,1959-1960,abc2041c7ab5cd0668a658e6b6328281,675112,2862501,66,1,(1959-1960) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9985,2866194,timex all-star jazz show,2,1957,t5242,1957-1959,92194c9fa9ef541a0cb1a19880b3d37e,675889,2866194,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
9987,2874051,to tell the truth,2,1956,t3436,1956-1968,8d3c29414e27671ec0dfd38ffb62f100,677394,2874051,66,1,(1956-1968) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10139,2875600,toast of the town,2,1948,t2313,1948-1971,f1fffbe331ac4da565c7b2b829deca73,678070,2875600,66,1,(1948-1971) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10736,2886786,"tom corbett, space cadet",2,1950,t5261,1950-1955,c0c73081c0c208c3f8591d833cdbdf6d,680874,2886786,66,1,(1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10737,2888984,toni twin time,2,1950,t5353,1950-????,01b27eedae20fc1967413d4de3c402d3,681238,2888984,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10738,2889275,tonight on broadway,2,1948,t5235,1948-1949,2e1b92112a76d8bf9c691e1b1b576641,681487,2889275,66,1,(1948-1949) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10759,2901217,topper,2,1953,t16,1953-1955,9556eceb6884ed84cb058c983cd5904c,682713,2901217,66,1,(1953-1955) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10838,2910137,trackdown,2,1957,t6235,1957-1959,7b65d536809dffbf4f6ca50fb3641763,684765,2910137,66,1,(1957-1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10909,2927073,truth or consequences,2,1950,t6362,1950-1988,cfc0b193dc41054cfc9228d1069133ae,689623,2927073,66,1,(1950-1951) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10911,2941287,two for the money,2,1952,t1635,1952-1957,f198de71863b6c9ac68e5d50991783d2,693246,2941287,66,1,(1953-57) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10914,2984436,usa canteen,2,1952,u2535,1952-????,3c013c122434a9c283eefe5502351ef6,694383,2984436,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10918,2963142,uncle johnny coons,2,1955,u5242,1955-????,ef918d94abca4b2aaf5076546f8fcdc6,696800,2963142,66,1,(1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10919,2964722,undercurrent,2,1955,u5362,1955-1958,266a9596fb71688e7cd2d33880592f35,697613,2964722,66,1,(1955-1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10920,2994000,valiant lady,2,1953,v4534,1953-1953,a62e063bb8c40570b55fef6b5e7d5566,703702,2994000,66,1,(1953-1957) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10921,3013493,versatile varieties,2,1949,v6234,1949-1951,335fea504052017e0c0705a8ac0eb8ff,706179,3013493,66,1,"(january 28, 1951-july 22, 1951) (usa) (tv)",66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10922,3018795,viceroy star theatre,2,1954,v2623,1954-????,d286133c6d8e59148c171d1b8bc0dfd5,706650,3018795,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10923,3019110,victor borge: comedy in music,2,1956,v2361,1956-????,554d237ea463a378d05b68f8c89c2b70,706700,3019110,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10924,3051985,wanted,2,1955,w53,1955-1956,22164d5abff9bc105cc916c81d645bf3,713278,3051985,66,1,(1955-1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10925,3052034,wanted: dead or alive,2,1958,w5364,1958-1961,4d87f1b4c311603db31857600187f6b0,713329,3052034,66,1,(1958-1961) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10978,3064103,we take your word,2,1950,w3263,1950-1951,abf0bab16a721ef76ce29e2a3f8150c9,715229,3064103,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10979,3064868,"we, the people",2,1948,w314,1948-1952,eb7cad2d95701e7ea7e71b5b1fa12503,715323,3064868,66,1,(1948-1949) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10982,3073314,wesley,2,1949,w24,1949-????,5299c0969f8f9d949a66c9d9d9b45f65,717895,3073314,66,1,(1949) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
10996,3073454,west point,2,1956,w2315,1956-1957,d7a688ba4be2d8f560f31107a3495093,717932,3073454,66,1,(1956-1957),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11034,3073946,westinghouse desilu playhouse,2,1958,w2352,1958-1960,2573c5b6bc240c131c47ac9c44f13bbc,717992,3073946,66,1,(1958-1960) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11070,3076460,what in the world?,2,1951,w3536,1951-????,492e5c10e89791007123ac1379d144df,718630,3076460,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11071,3079048,what's my line?,2,1950,w3254,1950-1967,dcfe3a863d80313f52daf9f883d7f88f,718911,3079048,66,1,(1950-1967) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11568,3078741,what's in a word,2,1954,w3256,1954-????,27f5676ef898665407540ce388946590,719920,3078741,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11569,3081222,wheel of fortune,2,1952,w4163,1952-1953,70481165093e04250f59aadb84b2c26b,720037,3081222,66,1,(1952-53) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11570,3096684,who's there?,2,1952,w236,1952-????,ee2964cc958f780fa2457969d8fcc289,721732,3096684,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11571,3104655,willy,2,1954,w4,1954-1955,7f7f91e2dd25e97266968f53d3098b1a,723719,3104655,66,1,(1954-1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11611,3104708,willys theatre presenting ben hecht's tales of the city,2,1953,w4236,1953-????,e5fbb983e34ba9535332f58a035f6734,723762,3104708,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11617,3105804,windows,2,1955,w532,1955-????,f3db0c65a134f05a5bd6a7adb5f67c59,724297,3105804,66,1,(1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11621,3106845,winner take all,2,1951,w5632,1951-????,95cc5e4a6333f65ecf07167d155331a2,724903,3106845,66,1,(1951) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11622,3114323,woman with a past,2,1954,w5312,1954-????,7bed8884abd859812a9e2fab6a675759,726944,3114323,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11623,3115315,"wonderful town, u.s.a.",2,1951,w5361,1951-1952,d72e2f28f20ce8007ce6512c111409c8,727322,3115315,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11624,3126316,world news roundup,2,1957,w6435,1957-????,3bdd5a48dc52da71d8a71ee89bbb9828,729398,3126316,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11625,3146469,yancy derringer,2,1958,y5236,1958-1959,2711e050729c914b40835df1f288dc27,732425,3146469,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11660,3147762,years of crisis,2,1950,y6212,1950-1964,434fac31fbffdba7c79540152b9a0a52,732730,3147762,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11661,3154264,you are there,2,1953,y636,1953-1971,2a6ec837c9e82d7b73d2861515dca6c2,733905,3154264,66,1,(1953-1957) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11811,3158669,your hit parade,2,1950,y6316,1950-1959,bbb155130f3d19a5d4e579cc32de87c7,735181,3158669,66,1,(1958-1959),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11814,3159062,your play time,2,1953,y6143,1953-????,db859c6ae71638d6ed7ab53c4502b66f,735229,3159062,66,1,(1953-1954) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11817,3159436,your surprise store,2,1952,y6261,1952-????,df9c45547db3fee043e9469ddc75c7e1,735531,3159436,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11818,3161284,youth takes a stand,2,1953,y3235,1953-????,df059718bdfcad121d2c2b1b183c8fbc,735612,3161284,66,1,(1953-1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11819,3168645,zane grey theater,2,1956,z5263,1956-1961,b435a2aca42a4e75e2b68408c69304dd,738531,3168645,66,1,(1956-1961) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11920,3207015,1949 mlb all-star game,3,1949,m4142,nan,3afe3ff94a01159d0827f98480d7b0f5,748352,3207015,66,1,(1949) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11921,3207035,1953 orange bowl,3,1953,o6521,nan,91f8da3ddb74a564214f2aaef1a737bb,748365,3207035,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11922,3207045,1954 orange bowl,3,1954,o6521,nan,02cffd77bbccaa14faf375411958cb4b,748373,3207045,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11923,3207063,1955 orange bowl,3,1955,o6521,nan,ebd53ea4beb02513b44afafc93c04de6,748393,3207063,66,1,(1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11924,3207075,1956 gator bowl,3,1956,g3614,nan,a1c7691175b5b499bfddd02038bd7254,748401,3207075,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11925,3207078,1956 orange bowl,3,1956,o6521,nan,2f2de9d2a0cc5e9cadd6488f9335e27d,748404,3207078,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11926,3207086,1957 gator bowl,3,1957,g3614,nan,38684a23c33699ddfed6cb6d3be0d414,748409,3207086,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11927,3207089,1957 orange bowl,3,1957,o6521,nan,f2d07896393b02c48302066f0035c1de,748412,3207089,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11928,3207098,1958 gator bowl,3,1958,g3614,nan,56ac9f829f0c5d3bb19ce7a70459e7a1,748419,3207098,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11929,3207100,1958 orange bowl,3,1958,o6521,nan,a8c42c3bd80852d4082ea9b496dcdc56,748421,3207100,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11930,3207105,1959 cotton bowl,3,1959,c3514,nan,982b7c7153ec97b475862ae2469f23d0,748425,3207105,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11931,3207108,1959 orange bowl,3,1959,o6521,nan,8d4d158ea0604d239497a1dcdee2e1ac,748427,3207108,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11932,3223975,a day called x,3,1957,d2432,nan,6cf19cd27f8f575e6c936edb5edc9920,763392,3223975,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11933,3236666,a private little party for a few chums,3,1957,p6134,nan,939cb44355e74e9db4655d42f4055e51,774005,3236666,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11934,3268277,all in fun,3,1952,a4515,nan,a88c13b4a78bee1ae3ad291336cba5b9,801846,3268277,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11935,3276065,america pauses for springtime,3,1959,a5621,nan,46824be8ba76d608aaeee12a8d46d5b5,807490,3276065,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11936,3276066,america pauses for the merry month of may,3,1959,a5621,nan,5248ead0f856dd2549731bc6df2b73ae,807491,3276066,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11937,3353075,bing crosby and his friends,3,1958,b5262,nan,5fbc125cf9e8a538a80793043339362e,875751,3353075,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11938,3361789,blithe spirit,3,1956,b4321,nan,a4ba4a48fc5a9224151dd4229f20e3a5,883513,3361789,66,1,(1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11939,3408090,cavalry patrol,3,1956,c1461,nan,a1f5b3c20875107d3ad155f6f8941b85,929092,3408090,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11940,3424417,christmas festival hour of music,3,1953,c6235,nan,5b35d1420241094d0cb94b3e53f5f842,942925,3424417,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11941,3427318,cinderella,3,1957,c5364,nan,08d66a63db927a63ab74ebffff8526af,945367,3427318,66,1,(1957) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11942,3447062,cool and lam,3,1958,c4534,nan,502b96a0e766f01ac015e01db97aceab,962238,3447062,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11943,3500415,destination space,3,1959,d2353,nan,275599d9beacd10821ebe6ff06c98d7c,1011532,3500415,66,1,(1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11944,3521083,doctor mike,3,1959,d2365,nan,8c9f21370bcdc4da3d26177d83b7520a,1029002,3521083,66,1,(1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11945,3543769,easter parade of stars auto show,3,1953,e2361,nan,b5af04d31e8497b128c5d9ba7c3d35ab,1050266,3543769,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11946,3543770,easter parade of stars auto show,3,1954,e2361,nan,d29c7ae8f63cf49224e8659bddd64128,1050267,3543770,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11947,3639733,general foods 25th anniversary show: a salute to rodgers and hammerstein,3,1954,g5641,nan,ebd15418160f89000b1e7fe3e8641f97,1130339,3639733,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11948,3689894,hemo the magnificent,3,1957,h5352,nan,b919290e6adfd62a1fd798f696d77a4e,1177754,3689894,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11949,3800816,keep in step,3,1959,k1523,nan,e545d9d5fa21ee63649ef704ac6d915a,1275434,3800816,66,1,(1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11950,3872167,leonard bernstein and the new york philharmonic in moscow,3,1959,l5631,nan,e5db9d871849c412daf04355b189a45c,1342833,3872167,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11951,3879377,let's join joanie,3,1950,l3252,nan,eb9eae1487aca486f252b362d7ce2eb4,1350829,3879377,66,1,(1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11952,3885431,light's diamond jubilee,3,1954,l2323,nan,609ef26206db33504d6782a335b63040,1355477,3885431,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11953,3891058,little women,3,1958,l345,nan,cfced9aca1c414724770354e0d36fa9e,1360315,3891058,66,1,(1958) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11954,3934948,massacre at sand creek,3,1956,m2632,nan,834c2cff7da6542224a84629213f3d61,1399577,3934948,66,1,(1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11955,3941936,meet me in st. louis,3,1959,m3523,nan,9f60e90191646ed6037a0b2aa52952e6,1405307,3941936,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11956,4040654,olympic fund telethon,3,1952,o4512,nan,95b28442ae7a7fdd201d69e559ebdc3d,1487295,4040654,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11957,4044123,once upon a christmas time,3,1959,o5215,nan,6d36d740b58fab29fa1289e266864a78,1490041,4044123,66,1,(1959) (usa) (tv) (original telecast),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11958,4044435,once upon an eastertime,3,1954,o5215,nan,94b688d3efd9a03f4592595963d4c80c,1490405,4044435,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11959,4057148,our mr. sun,3,1956,o6562,nan,493a2184b491afcfd41990822ed72b09,1500474,4057148,66,1,(1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11960,4065030,panama hattie,3,1954,p53,nan,92149bc268ef887dbdd16f6d99b08e16,1507248,4065030,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11961,4108532,premiere,3,1951,p656,nan,b0eb10b77eb4b56552e2cc20a84a2aa1,1543375,4108532,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11962,4110215,preview: beethoven's ninth symphony,3,1958,p6131,nan,dfc392481b1357769f1f38832c082040,1544726,4110215,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11963,4148524,resources for freedom,3,1954,r2621,nan,49e567d5e3eeaf2b2172ce76b518bf6b,1575836,4148524,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11964,4196561,section 315,3,1959,s235,nan,7d6f1369aae8d514d2ac8091c2037307,1621331,4196561,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11965,4261021,stars in the eye,3,1952,s3625,nan,475dfa5e1016c0c9b9b802d5c24f045e,1680176,4261021,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11966,4286003,swing into spring!,3,1959,s5253,nan,3d8777ebf7c2fcb379d66d7536ccee77,1702442,4286003,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11967,4300965,teenage idol,3,1958,t5234,nan,763a01fee7494304c3fb7d8afda0ee80,1715651,4300965,66,1,(1958) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11968,4312037,the adventures of huckleberry finn,3,1955,a3153,nan,2213ca85728d307e5b9dbf44024dd167,1726873,4312037,66,1,(1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11969,4315712,the arthur godfrey show,3,1959,a6362,nan,d229f1c6b82d6845f87b2ae5b24c4cb4,1731360,4315712,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11970,4317837,the ballad of louie the louse,3,1959,b4314,nan,3d3415a89fc6390162f6d004b1c84645,1733767,4317837,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11971,4319965,the bells of st. mary's,3,1959,b4212,nan,c2eef853836a461a7deb2fc2ec77b4b8,1736295,4319965,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
11972,4322153,the bing crosby show,3,1954,b5262,nan,7f44dc86447f0d21b5e79f010c6b1c19,1739181,4322153,66,1,(1954) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
