,id,title,kind_id,production_year,phonetic_code,series_years,md5sum,id.1,movie_id,company_id,company_type_id,note,id.2,name,country_code,name_pcode_nf,name_pcode_sf,md5sum.1
0,10924,1948 world series,2,1948,w6432,1948-????,369f2c5308bfdda965e8ac9f43fb6966,3076,10924,66,1,(1948) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1,63168,abe burrows' almanac,2,1950,a1624,1950-????,73511f5cea12328331c9f3cfdca47334,15574,63168,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2,73174,action in the afternoon,2,1953,a2353,1953-????,7f69e95080d2d8e28d20f13d0ecf1f65,17407,73174,66,1,(1953) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
3,73584,actor's studio,2,1948,a2362,1948-1950,09d66a0785678d200f33381e1a9db078,17507,73584,66,1,(1949-1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
34,78738,adventure showcase,2,1959,a3153,1959-????,cedfa222a39b180f357804d025fc0a8c,18489,78738,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
36,79346,adventures in jazz,2,1949,a3153,1949-????,d42ab20f79876cfe48b3cc71bda872c3,18754,79346,66,1,(1949) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
37,80134,adventures of wild bill hickok,2,1951,a3153,1951-1958,fde05a8ca4e780263489033614ae4c4c,18905,80134,66,1,(1951) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
77,91087,air power,2,1956,a616,1956-1958,11aa9136a6caf0118a531270533aa991,21301,91087,66,1,(1956-1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
104,100501,alfred hitchcock presents,2,1955,a4163,1955-1962,62b186f9bb1aae220099ac309451e22a,23540,100501,66,1,(1955-1960) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
272,103752,alkali ike,2,1950,a4242,1950-????,e7232bda5cb968a31bcc191a78739643,25436,103752,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
273,104236,all around the town,2,1951,a4653,1951-1952,7e6ff4369729cfb048817ac812bc1d71,25495,104236,66,1,(1951-1952) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
274,129763,america speaks,2,1948,a5621,1948-????,e593b2388b8ea36c7ae0523cc902f7d8,29656,129763,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
275,180621,appointment with adventure,2,1955,a1535,1955-1956,14b5aeeb5fb50cf6557be8aaf8e1f8d6,39476,180621,66,1,(1955-1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
329,190323,armstrong circle theatre,2,1950,a6523,1950-1963,bb4467b8e4dcbff406ec03e312e67562,41889,190323,66,1,(1957-1963),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
372,194352,arthur godfrey time,2,1952,a6362,1952-????,1d04b767b259cd2e440e6bfbc39bf405,44220,194352,66,1,(1952) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
373,194339,arthur godfrey and his friends,2,1949,a6362,1949-1959,5223b81f7d5535ea1e1c3e0da6495193,44222,194339,66,1,(1949-1957) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
381,194351,arthur godfrey and his ukulele,2,1950,a6362,1950-????,5208bad17987564e99247da73e278b03,44231,194351,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
382,197046,as the world turns,2,1956,a2364,1956-2010,67ec44eed61f6a322b7365f672db99a1,44911,197046,66,1,(1965-2010) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
386,205039,assignment foreign legion,2,1956,a2531,1956-????,bdef0baabb437f380e215734e8e0696a,47755,205039,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
400,230956,bachelor father,2,1957,b2461,1957-1962,38b64c843bb4de261680678b31d51bb3,52576,230956,66,1,(1957-1959),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
441,232227,backstage with barry wood,2,1949,b2323,1949-????,a3a6e5de5f59fd725d7c2c1cb0708d18,53358,232227,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
442,239341,balance your budget,2,1952,b4526,1952-1953,44c257ec75d78b3dcc9cdb141c2a5e6d,54037,239341,66,1,(1952-1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
443,247404,bank on the stars,2,1953,b5253,1953-1954,bdd2f3ad08804392e0b273c1f4e023d5,54709,247404,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
445,257015,battle of the ages,2,1952,b3413,1952-????,db4306072dd4473a058809c01c8b94bc,58570,257015,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
446,266116,beat the clock,2,1950,b3242,1950-1961,1042d8802bfdecdef4181356e6bef2b1,60205,266116,66,1,(1950-1958) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
457,291599,"biff baker, u.s.a.",2,1952,b1262,1952-1954,77a40492ca1f6b2bdef4f869aa4ae05c,66354,291599,66,1,(1952-1953) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
484,301078,big top,2,1950,b231,1950-1957,8b0fbf8d6ed764c53d3b583a76ee55e4,67757,301078,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
485,301087,big town,2,1950,b235,1950-1956,6fef7de169659c281f173ea5c518008c,67761,301087,66,1,(1950-1954) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
655,304078,billy boone and cousin kib,2,1950,b4153,1950-????,37b82a88c2d67fd2b0f3fd508ba8b4fe,68300,304078,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
656,324804,blues by bargy,2,1949,b4216,1949-1950,a4b5d46b151cbee991c93060fdd7e141,74286,324804,66,1,(1949-1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
657,344414,brave eagle,2,1955,b6124,1955-1956,32a3723c72afa8a63d8dc9a0ecdb80dd,81750,344414,66,1,(1955-1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
684,345122,break the bank,2,1948,b6231,1948-1957,a4ba7633622231565ecbab884f6bfacb,81921,345122,66,1,(1952-1953) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
685,349508,brenner,2,1959,b656,1959-????,1e27c47361d22deb71715308bf26efd9,83487,349508,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
700,350316,bride and groom,2,1951,b6353,1951-????,f713b52621561e7676b1bff913ae689f,83703,350316,66,1,(1951-1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
701,365519,buick-electra playhouse,2,1959,b2423,1959-1960,4d0c7b0d89589008630923b006ed0cc7,88519,365519,66,1,(1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
702,373484,by popular demand,2,1950,b1463,1950-????,b7d1fc4d18f4de8ec298d60bf4a9bccf,90424,373484,66,1,(1950) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
703,421024,cbs cartoon theatre,2,1956,c1263,1956-????,eb765cfd2eb6772cd7fb3218792cb800,90932,421024,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
704,422512,cbs reports,2,1959,c1261,1959-????,c35b1dad30c176141e095afec651c718,91136,422512,66,1,(1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
707,422834,cbs television news,2,1948,c1234,1948-1962,407032a86fff320d641ff62a671b9649,91367,422834,66,1,(1948) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
708,422835,cbs television quiz,2,1941,c1234,1941-1942,98431bbb7d59d92f9ed1d1e2161f0b0a,91369,422835,66,1,(1941-1942) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
709,422836,cbs television workshop,2,1952,c1234,1952-????,6032553daf1ef19f0f38e1febf88d9f1,91370,422836,66,1,(1952) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
724,389379,camel comedy caravan,2,1950,c5425,1950-????,9dc59f0e60b61d16483735f13a6eb4dc,97219,389379,66,1,(1950) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
725,391310,camera three,2,1955,c5636,1955-1979,fc9e143d1e480f9ad82d240256d804b8,97309,391310,66,1,(22 january 1956 - 21 january 1979),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
754,393878,campus corner,2,1949,c5126,1949-????,70e9265cdd11506e17fd8f5ee605ee54,97753,393878,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
755,396936,candid camera,2,1948,c5325,1948-1950,7a493d94655799c1a8ca010ecb439c8d,98514,396936,66,1,(1949-1950) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
757,398943,capitol cloak room,2,1949,c1342,1949-1950,ccc02e0ac73476a2307cff12dd1eac0e,99140,398943,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
758,399319,captain billy's mississippi music hall,2,1948,c1351,1948-????,5d6d2cf2204c6171b2a8e8ce612d46f2,99286,399319,66,1,(1948) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
759,399752,captain kangaroo,2,1955,c1352,1955-1992,b31c7105590d06db04aa898551326136,99446,399752,66,1,(1955-1984) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
850,400535,captain midnight,2,1954,c1353,1954-1958,0ea5f1a461583f88764baef51402fef5,100098,400535,66,1,(1954-1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
890,443558,"charlie wild, private detective",2,1950,c6431,1950-1952,ffee0641f2f818f190f06ac979effd12,105946,443558,66,1,(1950-1951) (usa) (tv) (december 1950 - june 1951),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
894,460783,choreotones,2,1945,c6352,1945-1946,cded12cad331f267dd4bcdd5d6fcca1f,111519,460783,66,1,(1945) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
895,475196,city hospital,2,1951,c3213,1951-1953,7cb0a3e0414838b92a10228b2275bc13,113407,475196,66,1,(25 march 1952-1 october 1953),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
896,478579,claudia: the story of a marriage,2,1952,c4323,1952-????,6d2174b55a69cbfb6f1a88ef1484da10,114136,478579,66,1,(march 1952-june 1952) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
897,480300,climax!,2,1954,c452,1954-1958,858d9b2a19df2acf2100b8457d758757,114407,480300,66,1,(1954-1958) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1065,503405,command post,2,1950,c5312,1950-????,c4e0ce448ed63daf359fbe402816876b,120462,503405,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1066,558866,crime photographer,2,1951,c6513,1951-1952,e60d1eb26134c55dda09477059219715,127065,558866,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1121,559551,crime syndicated,2,1951,c6525,1951-1953,a54b1ade13448a127c79f494b5da4d19,127283,559551,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1122,570350,crusader,2,1955,c6236,1955-1956,0514962bbda85fd7da7523a0b088953a,130034,570350,66,1,(1955-1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1176,592420,damon runyon theater,2,1955,d5653,1955-1956,5ee9a58feae942578c1e416e4ab25995,137141,592420,66,1,(1955-1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1216,596054,danger,2,1950,d526,1950-1955,ea6938922f5f97dbe0b2c86b7811422e,138103,596054,66,1,(1950-1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1435,638926,december bride,2,1954,d2516,1954-1959,f4de5b1bb57da16dea00e34239855494,149946,638926,66,1,(1954-1959) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1593,648912,dennis the menace,2,1959,d5235,1959-1963,eb26bccba743f1f323cc21aa64540810,152290,648912,66,1,(1959-1963) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1606,661981,detective's wife,2,1950,d3231,1950-????,2f8e686cc7ff9b4087881e5fb675db16,156464,661981,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1607,668250,dick and the duchess,2,1957,d2532,1957-1958,d653d1040d32b5ef9c60bde104e665ea,158885,668250,66,1,(1957-1958) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1633,695079,disneyland,2,1954,d2545,1954-1991,66a111cd798213ec78d0b56d053026ef,164075,695079,66,1,(1981-1983) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1634,705190,do you trust your wife,2,1956,d3623,1956-1963,fac4e73fa631163e06f15e52d2efedd0,165963,705190,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1636,726655,dotto,2,1958,d3,1958-????,0b940df62913d92fbb08114161cec88b,171710,726655,66,1,(1958) (usa) (tv) (original daytime airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1637,727014,double or nothing,2,1952,d1465,1952-1954,633c89a8b98cdb2dba0ac60c58e49927,171807,727014,66,1,(original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1638,728260,down you go,2,1951,d52,1951-1956,790c1656b1d0b697fa21a1981c332164,171981,728260,66,1,(june 1955-september 1955) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1639,729978,dr. christian,2,1948,d6262,1948-????,8f92ed8764c8be694c3c8c57e8bb72e1,172606,729978,66,1,(1948) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1640,738040,draw to win,2,1952,d635,1952-????,e603cfd5064544ce55ec90606793c0d4,175081,738040,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1641,758991,earn your vacation,2,1954,e6561,1954-????,450f26e3da90e35210bf6b6c0ca31133,179644,758991,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1644,848449,escape,2,1950,e21,1950-????,89b8eb69f732f5b4605ce22d9e329ee8,191055,848449,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1646,861287,ethel and albert,2,1953,e3453,1953-????,5faa20cc0c277adbfd39043c94bce6eb,191615,861287,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1647,881029,face the music,2,1949,f2352,1949-????,48374aa674044f5074a9c978c3a71920,195879,881029,66,1,(1948) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1648,881113,face the nation,2,1954,f2353,1954-????,9e182f8c72b2893a5c1041a15a595527,195882,881113,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1651,882110,facts we face,2,1950,f2321,1950-1951,53268cae59d77ff6d7a1da0dad57c150,195995,882110,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1652,909380,father knows best,2,1954,f3625,1954-1960,f30773752abf43c33fd2a189b56cd223,205525,909380,66,1,(1954-1955) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1653,909380,father knows best,2,1954,f3625,1954-1960,f30773752abf43c33fd2a189b56cd223,205526,909380,66,1,(1958-1960) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1730,938247,footlights theater,2,1952,f3423,1952-1953,f92eea35608f82759728beb5d0874427,211963,938247,66,1,(1952-1953) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1735,938579,for better or worse,2,1959,f6136,1959-1960,83975368ea3771d4984e24bce22a0f71,212016,938579,66,1,(1959-1960) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1736,938864,for love or money,2,1958,f6416,1958-1959,1aaccc0b66db0affe524baea85722598,212037,938864,66,1,(1958-1959) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1737,940334,ford star jubilee,2,1955,f6323,1955-1956,d3d7f319146269592ae1c0435067b833,212584,940334,66,1,(1955-1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1750,946272,four star playhouse,2,1952,f6236,1952-1956,82a31b321bb8c8007042e6cefb282e6e,214264,946272,66,1,(1952) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1879,953482,frankie laine time,2,1955,f6524,1955-1956,de5563f7204a5edfdf7e0869d618f027,215039,953482,66,1,(1955) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1881,955763,freedom rings,2,1953,f6356,1953-????,42bf8154d52a10df0574cb0d8501ea2b,216287,955763,66,1,(1953) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1882,961784,front row center,2,1955,f6536,1955-1956,b7619d70e70b33d162234572bdbb0f55,218765,961784,66,1,(1955-1956) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1910,962126,frontier justice,2,1958,f6536,1958-1961,feb9f770189ceaae6bccb8e28e59fb18,218861,962126,66,1,(1958) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1933,991875,general electric guest house,2,1951,g5642,1951-????,ab15dcbf2447a2533872ab38ac70c239,225233,991875,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
1934,991896,general electric theater,2,1953,g5642,1953-1962,266bdc7d1f858fbffd9e742d288e035a,225237,991896,66,1,(1953-1962) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2152,1020066,give and take,2,1952,g1532,1952-????,65d6571468067bf4334a07e3cc396cfe,231480,1020066,66,1,(1952) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2153,1021230,glamour-go-round,2,1950,g4562,1950-????,78e0af15f6a9f1dfdbce4e853904a247,231563,1021230,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2154,1025689,go lucky,2,1951,g42,1951-????,e5960bfe388df1cf8fcb847cf7d88ae6,232613,1025689,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2155,1070709,guess again,2,1951,g25,1951-????,4df55b7f49032cc400ca884b3c252d43,242298,1070709,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2156,1072734,gunsmoke,2,1955,g5252,1955-1975,e91a37f028e7ba308973b57f547602eb,243245,1072734,66,1,(1955-1975) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2329,1101886,harbormaster,2,1957,h6165,1957-1958,2011d5cf5607743a7787082ff59dfdbc,248866,1101886,66,1,(1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2343,1111195,have gun - will travel,2,1957,h1254,1957-1963,91c57eaa5c0e90ccbf46abfcc40c189c,251000,1111195,66,1,(1957) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2437,1119414,heaven for betsy,2,1952,h1516,1952-????,2a418f7c65a28ed0a214fbb903b071f1,255090,1119414,66,1,nan,66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2438,1125341,hennesey,2,1959,h52,1959-1962,c3b5de7eb6252de4b85edf82156f2af6,256739,1125341,66,1,(1959-1962) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2452,1135659,"hey, jeannie!",2,1956,h25,1956-1957,8c748b472be6b1c234def24bff06e02e,260030,1135659,66,1,(1956-1957) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2479,1138056,high finance,2,1956,h2152,1956-????,fe0192995171bb35133b56f31bf4f0d1,260682,1138056,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2480,1153133,hold it please,2,1949,h4314,1949-????,6e645e91f2025f91cdb86423cd14b9bf,264462,1153133,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2481,1160253,hollywood opening night,2,1951,h4315,1951-1953,992852639ac61068e5284e1f92f895d2,264947,1160253,66,1,(1951-1952),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2482,1161547,hollywood summer theatre,2,1956,h4325,1956-????,f5176aa6706e8a0f8d6f6516eee133fe,264980,1161547,66,1,(1956) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2483,1176234,"honestly, celeste!",2,1954,h5234,1954-????,13469f06bcfd5a12d67b91b641252699,267161,1176234,66,1,(1954) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2487,1187943,hotel de paree,2,1959,h3431,1959-1960,4b533635b07b7ebe848e16164bbf76d5,269035,1187943,66,1,(1959-1960) (usa) (tv) (original airing),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2499,1195785,house party,2,1952,h2163,1952-1970,d8314d73dd4bb7f7f9fd98c2ec90b5b6,270643,1195785,66,1,(1952-1969) (usa) (tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
2576,1199789,how to,2,1951,h3,1951-????,44f862adb8a93ca5b66cc4a5d0016884,275595,1199789,66,1,(tv),66,columbia broadcasting system (cbs),[us],c4516,c4516,7ae3ee174d2d4b06fc3d2ba6d7dc2fab
