id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
1892346,omnibus,nan,2,1952,nan,o512,nan,nan,nan,1952-1961, omnibus ,100,6028, omnibus ,series, anthology," cbs, abc, nbc ",1952,1961," programs devoted to people and ""living ideas""; dramatic presentations, explanations, discussions and demonstrations concerning music, dance, history, theater, opera, ballet and literature. the series ran on cbs from november 9, 1952 to april 1, 1956; on abc from october 7, 1956 to march 31, 1957; and on nbc from october 20, 1957 to may 10, 1959; and november 13, 1960 to april 16, 1961; 160 episodes were produced. host: alistair cooke. "
2685984,the marshal of gunsight pass,nan,2,1950,nan,m6241,nan,nan,nan,1950-????, the marshal of gunsight pass ,100,5116, the marshal of gunsight pass ,series, western, abc,1950,nan," a low-budget western about a marshal, his comical deputy and their efforts to maintain law and order in the town of gunsight pass. the series, based on the radio program of the same title, ran from march 12, 1950 to september 30, 1950. cast: russell hayden (marshal), eddie dean (marshal; later), roscoe ates (deputy), jane adrian (ruth; deputy's niece). also: bill green, ralph moody, kay christopher, riley hall. "
1648538,maverick,nan,2,1957,nan,m162,nan,nan,nan,1957-1962, maverick ,100,5184, maverick ,series, western, abc,1957,1962," bret and bart maverick are brothers. they are gentlemen gamblers who roam the old west in search of rich prey. they are also cowards at heart, but more often than not they find themselves helping people in trouble. they are unconventional, selfcentered and untrustworthy, and they possess a genius for conning the con man. although they served with the confederacy during the civil war, they became union soldiers when they were captured and figured it would be better to help the enemy than spend time in a union prison camp. as ""galvanized yankees"" (as bart puts it), they were assigned to keep the indians under control out west. at this same time, it is mentioned that another maverick, cousin beauregard (beau), became a family disgrace when he was honored as a war hero. beauregard (""pappy"") maverick, the head of the family, instilled in his sons his cowardice and conartist genius. when pappy, as he is called, learned that his nephew. beau, did something to bring honor to the maverick name, he branded him ""the white sheep of the family"" and banished him to england. (actually, beau had been captured. while he was playing poker with a union general, the confederates attacked the camp. just as the general lost a game and exclaimed, ""son, i give up,"" confederate troops entered the tent. beau was credited with the capture.) to make up for this family disgrace, beau spent five years tarnishing his ""good"" name and was actually brought on (1960-61) to replace james garner (who left the series in 1960). the following year, and until 1962, another brother. brent, appeared when roger moore left at the end of the 1961 season. it is against a maverick's principles to drink alone, and they have one serious vice _êî curiosity. the mavericks are from little bent, texas, and a sheriff is not their best friend. a maverick is not fast on the draw (if there is a way to get out of a gunfight, they will find it). bret promised his pappy that on his thirty-eighth birthday he would find himself a wife and raise 12 mavericks. bart, who enjoys smoking cigars, often says, ""sometimes it frightens me what i'll do for money."" bret contends that he is a cautious man _êî ""it's the other faults that bother me."" bret calls bart ""brother bart,"" and beau has a horse named gumlegs. although beauregard (""pappy"") maverick appeared only once (in the episode, ""pappy""), his proverbs became an established part of the series. one of the mavericks would exclaim, ""as my old pappy would say,"" followed by the saying (forexample, ""no use crying over spilled milk, it could have been whiskey""). pappy is a ladies' man and a gambler like his sons (but women call him ""an old coot"" and ""a lecherous old goat""). on screen. pappy is credited as ""pappy...?"" jack kelly also played pappy's brother, bentley maverick, in ""pappy."" besides the indians, the outlaws and the sheriff, another threat to bret and bart was samantha (""sam"") crawford, a beautiful con artist who was just as cunning and clever as the mavericks. a northern girl at heart, sam faked a southern accent and used, besides her genius at the con, her feminine wiles to acquire easy money. gentleman jack darby and dandy jim buckley are gamblers who also sought easy money and easy prey. theme: ""maverick,"" by david buttolph and paul francis webster. cast: james garner {bret maverick), jack kelly {bart maverick), roger moore {beau maverick), robert colbert {brent maverick), diane brewster {samantha crawford), efrem zimbalist, jr. {dandy jim buckley), james garner {beauregard ""pappy"" maverick), richard long {gentleman jack darby). "
1621261,manhattan honeymoon,nan,2,1954,nan,m535,nan,nan,nan,1954-????, manhattan honeymoon ,100,5070, manhattan honeymoon ,series, game, abc,1954,nan, three engaged or married couples are first interviewed and then compete in a series of general knowledge question-and-answer rounds. the highest-scoring couple receives an expenses-paid honeymoon in new york city. hostess: neva patterson. 
2964722,undercurrent,nan,2,1955,nan,u5362,nan,nan,nan,1955-1958, undercurrent ,100,8713, undercurrent ,series, anthology, cbs,1955,nan," rebroadcasts of episodes that were originally telecast on the web. see this title for information. the summer series ran from july 1, 1955 to september 23, 1955. "
1958459,paris precinct,nan,2,1955,nan,p6216,nan,nan,nan,1955-????, paris precinct ,100,6236, paris precinct ,series, crime drama, abc,1955,nan," beaumont and bolbec are inspectors with the surete (paris police department) in france. the inspectors are not men who sit behind a desk and direct operations; they get into the field and use their expertise to investigate cases and track down criminals. stories follow beaumont and bolbec as they go to the crime scenes where they are needed _êî no mater how close to home or how far it may take them. the series is also known as world crime hunt. cast: claude dauphin {inspector bolbec), louis jourdan {inspector beaumont). "
526724,corky and white shadow,nan,2,1956,nan,c6253,nan,nan,nan,1956-????, corky and white shadow ,100,1665, corky and white shadow ,series, western, abc,1956,nan," corky brady, a pretty teenage girl, and her german shepherd dog. white shadow, live in the town of beaumont. her widowed father. matt brady, is the sheriff; dolly porter, the owner of the shamrock cafe (also called dolly porter's), is his romantic interest; and ""uncle"" dan is corky's friend, a hermit-like character who lives in a cabin in the woods. being the daughter of the sheriff. corky fancies herself as his assistant (""me and shadow got a nose for ferreting out lawbreakers""); matt sees her in a different light and wishes she would just ""do girl things"" (""remember, i'm the law around here; you just stick to housekeeping, let me do the sherifeng""). while she is a good housekeeper and can cook (""pa says there ain't nobody in this whole dern county can make better hush puppies than me _êî not even dolly porter""), she also helps matt ""catch those low down rotten scoundrels."" in this mickey mouse club serial, corky and white shadow attempt to capture the durango dude, an outlaw who has robbed the bank of glen forkes. uncle dan calls corky, who attends the beaumont school, ""the little deputy sheriff."" dan's pets are: dutchess (a tame coyote). gabby (a blue jay). snitch (a bear cub), cicero (an owl). lightning (the burro), minerva (a goat), cologne (a skunk) and mr. frisbee (a squirrel). when corky gets upset with her dog, she says things like, ""white shadow brady, what do you mean by walking out on me,"" or ""white shadow brady, you come back here."" the durango dude, whose trademark is a white stetson, rides a horse called apache. the serial is composed of 17 episodes plus an introduction. cast: darlene gillespie {corky brady), buddy ebsen {matt brady), lloyd corrigan {corky's uncle dan), chinook {white shadow), veda ann borg {doly porter), rayford barnes {durango dude). theme song: ""theme from corky and white shadow"" by william lava. "
2159299,romper room,nan,2,1953,nan,r5165,nan,nan,nan,1953-1994, romper room ,100,6990, romper room ,series, children, syn.,1953,nan," music, songs and related entertainment geared to pre-school children (six to eight of which appear on each program). two versions of the program appeared. the first is one in which a station purchases the format but supplies its own host (this format ran from 1953-1994). the second version of the program appeared in 1981 (to 1991) when a complete in itself edition appeared in syndication as romper room and friends. other characters that assist the host are mr. do bee (a large bumble bee who taught children moral lessons by being a ""do bee"" not a ""don't bee"") and the magic mirror (who could ""magically"" view members of the viewing audience and help the host greet children). cast is for the nationally syndicated romper room and friends. cast: molly mccloskey {miss molly, the host). candy claster {do bee), candy claster {paddingtonbear), bruce edward hall {kimble up up), molly mccloskey {voice of puppet granny cat), carmine ravosa {story song man). "
2521711,the adventures of robin hood,nan,2,1955,nan,a3153,nan,nan,nan,1955-1960, the adventures of robin hood ,100,119, the adventures of robin hood ,series, adventure, cbs,1955,1958," ""robin hood, robin hood, riding through the glen; robin hood, robin hood, with his band of merry men; feared by thebad, loved by the good, robin hood...."" the series, set in uth century england, relates the adventures of robin hood, the most celebrated of outlaws (who stole from the rich to give to the poor) and his band of merry men (free-born englishmen loyal to the king who have established a base of operations in sherwood forest), as they battle the evils of prince john (seeking to usurp the throne from king richard) and the sheriff of nottingham (prince john's cohort). the series is also known a&amp; adventures in sherwood forest. cast: richard greene {robin hood), bernadette o'farrell {maid marian fitzwatef), patricia driscou {maid marian fitzwater; later), donald pleasence {prince john), alan wheatley {sheriff of nottinghani), alexander gauge {friar tuck/francis tucker), archie duncan {little john/john little), rufus cruikshank {little john/john little; later), paul eddington {will scarlet/will of winchester), ronald howard {will scarlet/will of winchester; later), ian hunter {sir richard the lion-hearted), gillian sterrett {lady genevieve), geraldine hahan {jenny; maid marian's servant), peter asher {king arthur), jill esmond {queen eleanor), hugh mcdermott {duncan), brian worth {sir hubert), peter hammond {bartholomew), greta gynt {lady margaret), paul eddington {count duprez). theme song: ""robin hood"" by carl sigman. "
2461283,tales of the texas rangers,nan,2,1955,nan,t4213,nan,nan,nan,1955-1959, tales of the texas rangers ,100,8077, tales of the texas rangers ,series, drama, abc,1955,1957," dramatizations based on the files of the texas rangers, north america's oldest law enforcement organization. stories detail the investigations of rangers jace pearson and clay morgan and the time-honored method of crime control from the 1830s to the 1950s. cast: willard parker {jace pearson), harry lauter {clay morgan). "
2527700,the amos 'n andy show,nan,2,1951,nan,a5253,nan,nan,nan,1951-1953, the amos 'n andy show ,100,335, the amos 'n andy show ,series, comedy, cbs,1951,1953," amos jones and andrew ""andy"" brown are two financially strapped african americans who are hoping to better their lives. with a plan to do just that they leave their homes in marietta, georgia, and head for new york city. amos is intelligent and levelheaded; andy is naive and easily manipulated. one day while watching the construction of a skyscraper in manhattan, andy meets george ""kingfish"" stevens, a con artist when he catches him trying to pick his pocket. george explains, ""one of my solid gold cufflinks must of gotten caught on your jacket sleeve,"" and andy accepts it. andy then tells him he has $340 to invest in a business. before andy realizes that he has been taken, george sells him a taxi that is missing a door and its roof. although disappointed in andy's investment, amos makes the best of it and starts the fresh air taxi cab company of america, inc. (amos drives the cab; andy oversees its operations). amos met his future wife. ruby taylor, after a sunday church social. they married and set up housekeeping at 134th street and lenox avenue. later, they are the parents of a girl they name arbadella. andy is single and lives in a small apartment on 134th street. george has been married to the always nagging sapphire since 1931 and lives with her and her mother mama at 134 east l45th street. george is henpecked and cant get out from under the iron rule of sapphire. amos, the most stable member of the group, andy and george are members of the mystic knights of the sea lodge (where george is the kingfish). andy, who considers himself to be a ladies man, supposedly had many girlfriends. he is most famous for his romantic involvement with madame queen, the overbearing woman who stole his heart then sued him for breach of promise after they had planned to marry and she caught him with another woman. algonquin j. calhoun is the totally inept lawyer andy always hires to get him out of a scrape. light-nin' is the slowmoving cab company janitor; he calls george ""mr. kingfish"" and andy ""mr. andy""; genevieve blue is the cab company secretary. the series is based on the radio program of the same title wherein two white men. freeman gosden and charles correll, played amos and andy. clarence lucas and joseph breil composed the theme, ""the perfect song."" an announcer's words open the show: ""out of the library of american folklore, those treasured stories such as huck finn, paul bunyon and rip van winkle, which have brought us laughter and joy for generations, come the warm and lovable tales of amos and andy. presented by the blatz brewing company of milwaukee, wisconsin, on behalf of blatz dealers everywhere. now enjoy blatz, america's finest beer."" cast: alvin childress (amos jones), spencer williams, jr. {andrew h. brown), tim moore {george stevens), jane adams {ruby jones), ernestine wade {sapphire stevens), amanda randolph {mama), nick stewart {lightnin'), johnny lee {algonquin j. calhounw), patty marie ellis {arhadella jones), lillian randolph {madame queen), madaline lee {genevieve blue) . singers: the jeff alexander chorus. announcer: ken niles. "
2762451,the rough riders,nan,2,1958,nan,r2636,nan,nan,nan,1958-1959, the rough riders ,100,7014, the rough riders ,series, western, abc,1958,1959," ""this is the story of three men who came to be known as the rough riders. many years later and half a continent away that name was to win undying glory on the slopes of san juan hill. but our story is the beginning of the legend. three men who came to be known in awe and admiration as the rough riders."" the three men the announcer speaks of in the opening theme narration are james (""jim"") flagg, colin kirby and buck sinclair _êî two union officers (jim and buck) and a confederate (colin) whoteam up after the surrender at appomattox to journey west to begin new lives. jim was a captain. buck a sergeant, and colin a lieutenant. jim is from a military family; buck is an expert tracker (he can track through any terrain); and colin is the son of a plantation owner. the men now look out for one another as they travel between the great smokies and the high sierras during the mid-1860s. their exploits, as they help ""good people plagued by bandits,"" are the focal point of stories. ""watch for our next story of these three men whose every path crossed adventure _êî adventures destined to create the adventures of the rough riders."" cast: kent taylor {capt. jim flagg), jan merlin {lt. colin kirby), peter whitney {sgt. bttck sinclair). "
1906463,one man's family,nan,2,1949,nan,o5215,nan,nan,nan,1949-1952, one man's family ,100,6085, one man's family ,series, drama, nbc,1949,1955," the life, sex values and worthiness of the american family as seen through the experiences of the barbour's, a seven-member family living in the swank sea cliff section of bay city in california. henry barbour, a stockbroker, is the head of the family. he is married to frances (called ""fanny"") and they are the parents of hazel, claudia, jack, clifford and paul. the series, based on the radio program of the same title, ran from november 4, 1949 to april 1, 1955. cast: bert lytell {henry barbour), theodore van eltz {henry barbour), marjorie gateson {frances barbour), mary adams {frances barbour), lillian schaff {hazel barbour), linda reighton {hazel barbour), nancy franklin {glaudia barbour), eva marie saint {glaudia barbour), ann whitfield {glaudia barbour), robert wigginton {jack barbour), martin dean {jack barbour), arthur cassell {jack barbour), frankie thomas, jr. {glifford barbour), billy idelson {glijford barbour), james lee {glijford barbour), paul thompson {paul barbour), mercedes mccambridge {beth holly), susan shaw {beth holly), michael higgins {john roberts), jack edwards {john roberts), nancy franklin {ann white), les tremayne {billy herbert ), walter brooke {billy herbert), judith richardson {athena lorde), john newland {danny frank), jim boles {joe yarbrough), mona burns {mrs. roberts), ralph locke {mr. roberts), tony randall {mac), madeline bugard {teddy barbour), patricia robbins {also). announcer: bob sheppard. "
2524794,the alan young show,nan,2,1950,nan,a452,nan,nan,nan,1950-1953, the alan young show ,100,171, the alan young show ,series, variety, cbs,1950,1953," music, songs and comedy sketches featuring the misadventures of alan young, a wellmeaning good-natured young man who seems to be plagued by life's misfortune. ralph levy, paul henning and richard linkroum are the producers. host: alan young. regulars: polly bergen, dawn addams, joseph kearns, ben wright, david alpert, mabel paige, phillips tead, russell gaige. dancers: jean mahoney, tom mahoney, jerry antes. orchestra: lud gluskin. "
1101886,harbormaster,nan,2,1957,nan,h6165,nan,nan,nan,1957-1958, harbormaster ,100,3361, harbormaster ,series, adventure," cbs, abc",1957,1958," the story of david scott, the captain of the blue chip //and owner of a boat repair service on scott island, an island founded by his ancestors, in cape ann, massachusetts. episodes focus on his attempts to curtail coastal crime in the small new england community. jeff kittredge is david's partner; anna morrison is the owner of the dolphin restaurant; danny is ann's son; cap'n dan is the retired naval officer. also known as adventures at scott island. the series, which produced 26 episodes, ran on cbs (as harbormaster) from september 26, 1957 to december  26, 1957; and on abc {is adventures at scott island) from january 5, 1958 to june 29, 1958. cast: barry sullivan {david scott), paul burke {jejf kittredge), nina wilcox {anna morrison) , evan elliot {danny morrison), michael keene {cap'n dan), murray matheson {professor wheeler)."
1986298,perry mason,nan,2,1957,nan,p6525,nan,nan,nan,1957-1966, perry mason ,100,6360, perry mason ,series, crime drama, cbs,1957,1966," perry mason is a brilliant criminal attorney working out of los angeles. his retainer fees range from $1,000 to $5,000 and he works by the books _êî even when the odds are stacked up against his client. perry refuses to plea bargain because he believes risking the life of his client is better than ruining it with a suspicious way out or a reduced sentence. while perry is also competent as a detective, it is in the courtroom where his abilities become evident. he is shrewd and never lets it be known that at times he did not have sufficient evidence to defend a client (he always waits for that last minute piece of evidence to free a client). delia street is perry's efficient, loyal secretary. she occasionally assists perry in the field (often helps by donning various disguises) . paul drake is perry's investigator; hamilton burger is the prosecuting attorney; gertie lade is perry's receptionist; margo is drake's secretary; david gideon is perry's associate (later episodes) and perry works with the following police officials: lt. arthur tragg, lt. steve drumm; sergeant brice and lt. andy anderson. based on characters created by erie stanley gardner; 245 episodes were filmed (the last one in color). cast: raymond burr {perry mason), barbara hale (delia street), william hopper (paul drake), ray collins (lt. arthur tragg), william talman (hamilton burger), richard anderson (lt. steve drumm), connie cezon (gertie lade), paul courtland (margo), karl held (david gideon), lee miller (sgt. brice), wesley lau (lt. andy anderson) . "
940313,ford festival,nan,2,1951,nan,f6312,nan,nan,nan,1951-1952, ford festival ,100,2792, ford festival ,series, variety, nbc,1951,1952," a series of music, songs, dances and comedy sketches sponsored by the ford motor company. charles friedman is the producer. host: james melton. regulars: vera vague, billy barty, the wiere brothers. orchestra: david broekman. "
2755123,the restless gun,nan,2,1957,nan,r2342,nan,nan,nan,1957-1959, the restless gun ,100,6830, the restless gun ,series, western," nbc, abc",1957,1960," ""i ride with the wind, my eyes on the sun and my hand on my restless gun..."" said the theme to tell the story of vint bonner, a wandering ex-gunfighter (known as ""the six gun"") who helps people in trouble. the series is based on the radio series the six gun that starred jimmy stewart as the wandering ex-gunfighter britt ponset (changed to vint bonner for the television series although the show's pilot episode, ""the restless gun"" [aired on the schlitz playhouse of stars] had john payne playing the role as britt ponset). vint rides a horse names scar. the series ran on nbc from september 23, 1957 to september 14, 1959 and on abc from october 12, 1959 to september 30, 1960. cast: john payne {vint bonner) ."
2524830,the alaskans,nan,2,1959,nan,a4252,nan,nan,nan,1959-1960, the alaskans ,100,173, the alaskans ,series, adventure, abc,1959,1960," ""you've got the fever, gold, gold, gold fever...."" eagle city in skagway, alaska, in 1898 is the setting. rocky shaw is a beautiful saloon entertainer. reno mckee is a rugged cowpoke. silky harris is a fast-talking con artist. these three unlikely heroes are also partners in a quest to search for gold in the beautiful but dangerous ice palace of the northland. the series originally followed their adventures as they searched for gold and battled unscrupulous characters. when the format just didn't seem to work, it was changed to focus on rocky's experiences as a saloon singer (for nifty cronin, the saloon owner) and silky and reno's adventures as swindlers. fantan was nifty's right-hand man; and soapie smith was also a slick con artist. cast: dorothy provine {rocky shaw), roger moore {silky harris), jeff york {reno mckee), ray danton {nifty cronin), frank dekova {fantan), john dehner {soapie smith). theme song: ""gold fever"" by mack david and jerry livingston. "
1462364,lash of the west,nan,2,1953,nan,l2132,nan,nan,nan,1953-????, lash of the west ,100,4555, lash of the west ,series, children," syn., abc",1951,1953," a western-accented series in which western film star lash larue demonstrated his cowboy skills. the series began in syndication in 1951 and aired on abc from january 4, 1953 to april  26, 1953. host: lash larue. assistant al ""fuzzy"" st. john. "
1495136,leave it to the girls,nan,2,1949,nan,l1326,nan,nan,nan,1949-1954, leave it to the girls ,100,4626, leave it to the girls ,series, discussion," nbc, abc",1949,1954," three female panelists and one male guest (the defendant) discuss topical issues. the series ran on nbc from april 27, 1949 to december 30, 1951; and on abc from october 3, 1953 to march 27, 1954. hostess: maggi mcnellis. host: eddie dunn. panelists: robin chandler, faye emerson, eloise mcelhone, florence pritchett, binnie barnes, peggy ann garner, eva gabor. "
2520640,the adventures of long john silver,nan,2,1955,nan,a3153,nan,nan,nan,1955-????, the adventures of long john silver ,100,107, the adventures of long john silver ,series, adventure, syn.,1956,nan," the series, set on the british-possessed island of porto belo (""where every other citizen is a pirate"") during the 18th century, relates the exploits of long john silver, the notorious one-legged pirate, as he defends the crown against warring marauders and battles the spanish for the acquisition of land. jim hawkins is silver's ward (appointed to him by governor henry strong after long john saved his life from pirates); purity pinker is the owner of the bull and blunder pub (when long john is not at purity's pub, he enjoys drinks at the cask and anchor. purity calls long john a ""onelegged devil."" she wants to marry long john ""but i could never get him to that point""); mendoza, patch, israel and billy are silver's crewmates; governor henry strong is the magistrate of the island; ironhand is purity's bartender; lady strong is henry's wife. long john's ship. the faithful docks at dead man's bay. he has a reputation to be the best cook on the spanish main.cast: robert newton {long john silver), kit taylor {jim hawkins), connie gilchrist {purity pinker), harvey adams {governor henry strong), lloyd berrell {mendoza), grant taylor {patch), rodney taylor {israel hands), henry gilbert {billy bowledge), muriel steinbeck {lady strong, billy kay {ironhand). "
1119414,heaven for betsy,nan,2,1952,nan,h1516,nan,nan,nan,1952-????, heaven for betsy ,100,3466, heaven for betsy ,series, comedy, cbs,1952,nan," ""being married to peter is heaven for betsy"" says an unidentified announcer after an episode's opening teaser. betsy is a former secretary who is now married to peter bell, ""an underpaid, underappreciated, overworked cog in the wiumot department store."" peter is timid and shy and easily taken advantage of; betsy is strong and forceful and gives peter the courage he needs to face obstacles. peter and betsy are newlyweds and reside at 136 oak tree lane in new york. peter earns $42.50 a week as an apprentice executive to mr. wiumot, but ""do you realize the services i've been performing that are not even part of my job? i'm a combination salesman, floor walker, buyer, accountant, working store detective, complaint bureau and errand boy."" peter's haphazard attempts to make his boss, alonzo wiumot, realize his worth paid off in one episode when peter received a ten dollar raise. the series is 15 minutes in length (including two commercials and an uncredited opening and closing theme song). it depicts the struggles that make up a marriage via short skits. the end credits read: ""starring jack lemmon and cynthia stone. they're also mr. and mrs. lemmon.""an announcer opens the show: ""heaven for betsy stars jack lemmon and cynthia stone and is brought to you by pepsodent toothpaste. and now heaven for betsy."" cast: jack lemmon (peter bell), cynthia stone (betsy bell), cliff hau (alonzo wiumot). "
1111144,have a heart,nan,2,1955,nan,h163,nan,nan,nan,1955-????, have a heart ,100,3412, have a heart ,series, game, dumont,1955,nan," a general knowledge type of question is read to four players who compete (comprising two teams of two). the first player to sound a buzzer signal receives a chance to answer. a correct response scores that team a cash prize. the team with the highest cash score is the winner and the money they have won is donated to their favorite hometown charity. the series ran from may 3, 1955 to june 14, 1955. host: john reed king. "
2519558,the adventures of champion,nan,2,1955,nan,a3153,nan,nan,nan,1955-1956, the adventures of champion ,100,89, the adventures of champion ,series, adventure, cbs,1955,1956," ""like a streak of lightning flashing across the sky, like a mighty cannonball he seems to fly; soon everyone will know the name of champion, the wonder horse...."" the series, set in the southwest during the 1880s, relates the adventures of 12-year-old ricky north and his stallion, champion, a once mighty leader of a herd of wild horses (and the horse of cowboy star gene autry). ricky, an orphan, lives with his uncle, sandy north. will calhoun is their friend. ricky also has a german shepherd named rebel. cast: barry curtis {ricky north), jim bannon {sandy north), francis macdonald {will calhoun) , ewing mitchell {sheriff powers). theme vocal: ""champion the wonder horse"" by frankie laine. "
2593169,the dinah shore chevy show,nan,2,1956,nan,d5262,nan,nan,nan,1956-1963, the dinah shore chevy show ,100,2067, the dinah shore chevy show ,series, variety, nbc,1951,1956," a casual program of music and songs with singer dinah shore as the host. the series, sponsored by chevrolet, ran from november 7, 1951 to july 12, 1956. the series is perhaps best remembered for dinah's singing of the sponsor's theme song _êî ""see the u.s.a. in your chevrolet...."" bob henry is the producer. hostess: dinah shore. regulars: the skylarks, the notables. announcer: art baker. orchestra: vic schoen, harry zimmerman. "
1135659,"hey, jeannie!",nan,2,1956,nan,h25,nan,nan,nan,1956-1957," hey, jeannie! ",100,3535," hey, jeannie! ",series, comedy," cbs, abc",1956,1960," jeannie maclennan is a beautiful scottish girl newly arrived in new york city from her homeland. through an arrangement with her family and an american friend, al murray, jeannie is given the opportunity to experience life in the states. she now lives in manhattan with al, a cab driver, and his sister, liz. liz is fascinated by what she sees and wants to experience every aspect of american life. al and liz feel she is a bit over enthusiastic and must take things one step at a time. stories follow jeannie as she sets out to find her place in the world and al and liz's efforts to keep a watchful eye on jeannie as her eagerness often leads to misadventure. the series, which produced 32 episodes, ran on cbs from september 5, 1956 to may 4, 1957 and on abc (repeats) from june 30, 1960 to september 22,  1960. cast: jeannie carson (jeannie maclennan), a}i[m jenkins (al murray), jane dulo (liz murray). "
1138056,high finance,nan,2,1956,nan,h2152,nan,nan,nan,1956-????, high finance ,100,3557, high finance ,series, game, cbs,1956,nan," contestants, selected from various cities across the country, are quizzed on news items that appear in their local papers. question-and-answer rounds, consisting of three levels, are player one per week. the winner of the first round, the highest cash scorer, receives the choice of either keeping his earnings or returning to increase his money by tackling level two. if the player decides to continue and attempt the third level, he can win his secret desire (up to $35,000) but he stands to lose everything he has won up to this point if he fails. host: dennis james. announcer: jay sims, jack gregson. "
1160253,hollywood opening night,nan,2,1951,nan,h4315,nan,nan,nan,1951-1953, hollywood opening night ,100,3640, hollywood opening night ,series, anthology," cbs, nbc",1951,1953," a series of filmed (cbs) and live (nbc) dramas and comedies from the west coast (the first anthology series to originate in hollywood). the series ran on cbs from july 20, 1951 to march 28, 1952; and on nbc from october  6, 1952 to march 23, 1953. performers include: peggy ann garner, ann sothern, william bendix, richard egan, james dunn, ann harding, teresa wright, mark stevens, marguerite chapman, richard carlson, rolandyoung, david niven, gloria swanson, june havoc, don defore, boris karlolf, celeste holm, diana lynn, ronald reagan, ann whitfield, maureen o'suuivan, ethel barrymore, dorothy lamour, robert stack, macdonald carey, albert dekker. "
1176234,"honestly, celeste!",nan,2,1954,nan,h5234,nan,nan,nan,1954-????," honestly, celeste ",100,3679," honestly, celeste ",series, comedy, cbs,1954,nan," celeste anders is a young minnesota college journalism teacher. she wants to bring more to her students than what is written in textbooks. she wants to bring them real-life experiences. with that ambition. celeste moves to new york and, although not really qualified to be a reporter, her book-knowledge experience of journalism, lands her a job as a cub reporter on a newspaper called the new york express. stories follow celeste as she struggles to acquire real journalism experience. mr. wallace is the paper's editor; bob wallace, his son, is celeste's romantic interest; marty gordon is celeste's friend, a cab driver; mary is mr. wallace's secretary. cast: celeste holm {celeste anders), geoffrey lumb {mr. wallace), scott mckay {bob wallace), mike kellin {marty gordon), mary finney {mary), henry jones {the obit editor), frederic worlock {also). "
1187943,hotel de paree,nan,2,1959,nan,h3431,nan,nan,nan,1959-1960, hotel de paree ,100,3731, hotel de paree ,series, western, cbs,1959,1960," ""there is no law in georgetown, colorado [1870s] _êî only what a man makes for himself,"" says a man known only as sundance, an exgunfighter turned law enforcer. sundance was born in tombstone, arizona, and is now half owner of the hotel de paree, ""one of the west's most colorful gathering places."" sundance is partners with a french woman named annette devereaux and her niece, monique. sundance, also called ""the sundance kid,"" has a very special trademark: a black stetson with a hatband of ten small mirrors. he has a dog named useless and carries a colt .45, which he will only use (or wear) when there is a need. sundance also has a knack for whittling. stories follow sundance as he attempts to run the hotel and uphold the peace. aaron donager runs donager's general store and is sweet on ""miss annette"" (who enjoys playing checkers with him). dimitri tiomkin composed the theme, ""sundance."" cast: earl houiman {sundance), jeanette nolan {annette devereaux), judi meredith {monique devereaux), strother martin {aaron donager). "
2626538,the gene autry show,nan,2,1950,nan,g5362,nan,nan,nan,1950-1955, the gene autry show ,100,2986, the gene autry show ,series, western, syn.,1951,1954," ""hello folks, i've got a swell story i want to tell you today. champion and i are ready for action"" (as gene autry would open each show). the series appears to be set in the old west, but some episodes show aspects of the late 1940s and early 1950s (like trucks and telephones); the action is also set on the open range giving the impression that the series is set in the old west. at any rate, stories follow gene, a ranch owner (the o.k. corral horse training ranch), and his partner, pat (owner of buttram's tailor shop), as they fight for right. gene's horse is named champion and pat is sometimes called pat jenson as well as pat buttram. on another note. gene's six shooter is capable of firing 16 shots with out reloading. the series, produced in black and white, then color, ran from 1951 to 1954 and produced 86 episodes. cast: gene autry {gene autry), pat buttram {pat buttram/pat jenson). "
2542760,the big picture,nan,2,1950,nan,b2123,nan,nan,nan,1950-1967, the big picture ,100,789, the big picture ,series, documentary, syn.,1951,nan, the programs details the history and development of the united states army. host: george gunn. narrator: leonard graves. announcer: captain carl zimmerman. 
2232312,sea hunt,nan,2,1958,nan,s53,nan,nan,nan,1958-1961, sea hunt ,100,7214, sea hunt ,series, adventure, syn.,1957,1987," ""three-fifths of the world is covered by the sea, and most of us know little about it,"" says michael (""mike"") nelson, a navy frogman during world war ii who now works as a freelance underwater troubleshooter (he accepts assignments from civilians, law enforcement agencies and the government). mike is an expert at underwater demolition and also teaches sea diving. he has a porta sub (a handheld scooter) for swift underwater movement, and a boat called the argonaut. ricou browning stunt doubles for star lloyd bridges; zales perry stunt doubles for female guest stars. ray llewellyn composed ""the sea hunt theme."" in 1986 a revised version of the series, also titled sea hunt appeared in syndication (running until  1987). here ron ely portrayed mike nelson, the intrepid underwater troubleshooter. he received assistance from his daughter, jennifer nelson, a beautiful marine biologist. mike, an ex-navy frogman.has a boat called the sea hunt. melissa sue anderson was originally cast in the role of jennifer. braun farnon and fred zurba composed ""the new sea hunt theme."" cast: lloyd bridges {mike nelson, 1957-1961), ron ely {mike nelson, 1986-1987), kimber sissons {jennifer nelson, 1986-1987). "
