id,title,imdb_index,kind_id,production_year,imdb_id,phonetic_code,episode_of_id,season_nr,episode_nr,series_years,correct_name,name_ratio,Number,Program Title,Program Type,Program Genre,Network,First Air Year,Last Air Year,Program Description
2765659,the saturday night revue with jack carter,nan,2,1950,nan,s3635,nan,nan,nan,1950-1951, the saturday night revue ,90,7145, the saturday night revue ,series, variety, nbc,1953,nan," the program features name bands, filmed european variety acts, and performances by show business personalities. broadcast live from the studebaker theater in chicago and the international theater on columbus avenue in new york. the series ran from june 6, 1953 to september 5, 1953. ernest d. glucksman is the producer. chicago host: jack carter. new york host: sid caesar, hoagy carmichael, eddie albert, alan young, ben blue. regulars: susan stewart, jackie lockridge, donald richards, misha elman, jackie kannon, betty bruce, pat carroll, hy averback, the bill callahan dance troup. orchestra: lou breese, ed sauter. "
2886759,tom and jerry: the complete first volume,nan,2,1954,nan,t5326,nan,nan,nan,1954-1957, tom and jerry ,90,8415, tom and jerry ,pilot, comedy, nbc,1955,nan," a proposed spin-off from screen director's playhouse about the romantic misadventures of newlyweds tom and jerry macy. in the pilot episode, a kindly priest attempts to bring tom and jerry together again after a dispute puts them at odds. cast: peter lawford {tom macy), nancy gates {jerry macy). guest cast: frank fay {father o'dowd), marie windsor {lola), charles lane {garrity), sidney s. van keuren. "
973873,gabby,nan,2,1940,nan,g1,nan,nan,nan,1940-1941, the gabby hayes show ,90,2935, the gabby hayes show ,series, children," nbc, abc",1950,1956," stories ofthe american west as seen through the experiences of western theatrical film star george ""gabby"" hayes, here as the foreman of the double bar m ranch (gabby is also the show's host and star of the various tales he tells). the series ran on nbc from december 11, 1950 to january 1, 1954; and on abc from may 12, 1956 to july 14, 1956. host-star: george ""gabby"" hayes. regulars: clifford sales, lee graham, robert f. simon, michael strong, irving winter, malcolm keer. "
2087428,quick draw mcgraw,nan,2,1959,nan,q2365,nan,nan,nan,1959-1962, the quick draw mcgraw show ,90,6682, the quick draw mcgraw show ,series, cartoon, syn.,1959,nan," the overall title for three animated segments: l quick draw mcgraw. quick draw mcgraw is a dim-witted horse who, with his deputy baba looey, the burro, struggles to maintain law and order in new mexico.  2. snooper and blabber. snooper the cat and blabber the mouse team to battle crime.  3. augie doggie and doggie daddy. the efforts of a father to control his potentially juvenile delinquent son. voice cast: daws butler {quick draw mcgraw), daws butler {baba looey), daws butler {snooper), daws butler {blabber), doug young {doggie daddy), daws butler {augie doggie) . "
79873,adventures of the falcon,nan,2,1954,nan,a3153,nan,nan,nan,1954-????, the falcon ,90,2523, the falcon ,series, adventure, syn.,1955,nan," michael waring is a former private detective turned troubleshooter for the u.s. army who poses as an underground agent known as the falcon. his superior is brigadier general e.e. rawlings, head of the security division of the pentagon (in some episodes, michael is said to be a former police officer who was called the falcon). stories relate his experiences as he battles the global forces of injustice. cast: charles mcgraw (michael waring, robert carson (e.e. rawlings). "
2640248,the henny and rocky show,nan,2,1955,nan,h5362,nan,nan,nan,1955-????, henny and rocky ,90,3497, henny and rocky ,series, variety, abc,1955,nan," a filler series of music and comedy with comedian henny youngman and former prize fighter rocky graziano that is presented following the abc network's presentation of boxing. the series ran from june 1, 1955 to august 31, 1955. hosts: henny youngman, rocky graziano. vocalist: marion colby. music: the jazz combo of bobby hackett. "
2777804,the star and the story,nan,2,1955,nan,s3653,nan,nan,nan,1955-????, henry fonda presents the star and the story ,90,3498, henry fonda presents the star and the story ,series, anthology, syn.,1955,nan," the program features dramatizations based on stories selected by guests. the series, hosted by henry fonda, produced 39 episodes. host: henry fonda. performers include: angela lansbury, teresa wright, frank lovejoy, dame judith anderson, thomas mitchell, howard duff, charles coburn, zachary scott, peter lorre, edmond o'brien, stephen mcnally, pat o'brien, dan duryea, joanne dru, george macready, keefe brasselle, alexis smith, edmund gwenn, jeff york, jeanbyron, johnny johnson, dabbs greer, ruth warwick, richard egan, ann sheridan. "
2522206,the adventures of spunky and tadpole,nan,2,1958,nan,a3153,nan,nan,nan,1958-1961, spunky and tadpole ,90,7707, spunky and tadpole ,series, cartoon, syn.,1958,nan," a young boy (spunky) and his come-tolife teddy bear (tadpole) share amazing adventuresas they become involved with and attempt to overcome improbable situations (often as unlikely detectives chasing the bad guys). the serialized stories (usually ten per story) also spoof tv shows and movies of the era. voice cast: joan gardner {spunky), don messick {tadpole), ed janis {tadpole). "
3477389,david hartman: counterspy,nan,3,1955,nan,d1363,nan,nan,nan,nan, counterspy ,90,1685, counterspy ,series, adventure, syn.,1958,nan," a television adaptation of the radio series david harding, counterspy (about david harding, a united states government counterintelligence agent). stories depict david's battle against the secret enemy organizations that pose a threat to the free world. cast: don megowan {david harding} . "
4525780,victory,nan,3,1945,nan,v236,nan,nan,nan,nan, victory at sea ,90,8810, victory at sea ,series, documentary, nbc,1952,1953," films that detail the united states naval operations during world war ii. the series, which produced 26 episodes, was compiled from sixty million feet of film from ten governments; it aired from october 16, 1952 to april 19, 1953. in addition to the outstanding narration of leonard graves, the series is famous for its musical score, a 26hour symphony composed by richard rodgers. narrator: leonard graves. music composer: richard rodgers. "
3476449,dateline: disneyland,nan,3,1955,nan,d3453,nan,nan,nan,nan, disneyland ,90,2089, disneyland ,series, anthology," abc, nbc, cbs",1954,1982," a series of programs designed for family viewing (nature films, cartoons, adventures, comedies, edited disney theatrical films, and documentaries). for information on specificprograms in the long-running series, see the following titles: daniel boone (1960 version), davy crockett (1954 version), elfego baca, gallagher, the saga of andy burnett, the scarecrow of romney marsh, swamp fox and texas john slaughter. the series was originally titled disneyland, then walt disney presents, walt disney's wonderful world of color and disney's wonderful world. the series ran on abc as disneyland fmm october 27, 1954 to december 28, 1955; and as walt disney presents from january 4, 1956 to may 28, 1961. on nbc as walt disney's wonderful world of color from september  24, 1961 to april 15, 1979 and as disney's wonderful world imm september 9, 1979 to september 7, 1980. on cbs as disney's wonderful world fiom september 14, 1980 to may 1, 1982. host: wak disney (1954-1966). "
4312018,the adventures of fu manchu: the zayat kiss,nan,3,1952,nan,a3153,nan,nan,nan,nan, the adventures of dr fu manchu ,90,94, the adventures of dr fu manchu ,unaired pilot, adventure, nbc ,1950,nan," an unsold series based on the characters created by sax rohmer about a scotland yard inspector (sir dennis nayland smith) and his efforts to stop an evil chinese physician (dr. fu manchu) from destroying mankind. cast: john carradine (dr. fu manchu), sir cedric hardwicke [sir dennis nayland smith) . "
4213886,sherlock holmes: the man who disappeared,nan,3,1951,nan,s6424,nan,nan,nan,nan, sherlock holmes ,90,7362, sherlock holmes ,unaired pilot, crime drama,nan,1951,nan," an unsuccessful attempt at a weekly series featuring the crime-solving exploits of sherlock holmes, a london-based consulting detective, and his friend and biographer, dr. john h. watson. in the pilot episode, titled ""the man who disappeared,"" holmes probes the sudden disappearance of dr. watson. the pilot was filmed in england and with six minutes of additional footage, was released theatrically as a featurette in april 1951. the episode was originally titled ""the man with the twisted lip."" cast: john longden {sherlock holmes), campbell singer {dr. john h. watson). guest cast: hector ross {neville st. clair), inka dolega {kate st. clair), beryl baxter {doreen), walter gotell {lurotto). "
3937904,max liebman presents: big time,nan,3,1955,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
3937905,max liebman presents: dearest enemy,nan,3,1955,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
3937907,max liebman presents: naughty marietta,nan,3,1955,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
3937909,max liebman presents: spotlight,nan,3,1954,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
3937910,max liebman presents: the maurice chevalier show,nan,3,1956,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
3937911,max liebman presents: the merry widow,nan,3,1955,nan,m2415,nan,nan,nan,nan, max liebman presents ,90,5191, max liebman presents ,series , anthology, nbc,1954,1956," a monthly series of lavishvariety specials produced by max liebman. the specials (in telecast order): satins and spurs, sunday in town, fanfare, spotlight, good times, variety, the big time, a connecticut yankee, kaleidoscope, the desert song, the chocolate soldier, heidi, the great waltz, dearest enemy, babes in toyland, paris in the springtime, panorama, heaven will protect the working girl, marco polo, the music of gershwin, the maurice chevalier show and holiday. the series, which produced 22 specials, ran from september 12, 1954 to june 4, 1955 and from october 1, 1955 to june 9, 1956. "
4159218,roberta,nan,3,1958,nan,r163,nan,nan,nan,nan, the roberta qtiinlan show ,90,6935, the roberta qtiinlan show ,series, variety, nbc,1949,1951," a program of music and songs with singer roberta quinlan as the host. the series ran from may 3, 1949 to november 23,  195l hostess: roberta quinlan. announcer: bob stanton. music: the harry clark trio, the tony mottola trio, the elliott lawrence orchestra. "
2079824,q.e.d.,nan,2,1951,nan,q3,nan,nan,nan,1951-????," q,ed ",89,6660," q,ed ",series, game, abc,1951,nan," the object calls for a celebrity panel to solve mystery stories that are submitted by members of the viewing audience. the host relays the facts, and panelists each receive one guess. if the mystery remains unsolved, the sender receives a merchandise prize. also known as mystery file. the series ran from april 3, 1951 to october 9, 1951. host: fred uttal, doug browning. regular panelists: nina foch, hy brown. "
231635,back that fact,nan,2,1953,nan,b2312,nan,nan,nan,1953-????, back the fact ,89,536, back the fact ,series, game, abc,1953,nan," contestants are interviewed by the host and asked personal background questions. players can answer truthfully or blufi^. if a false statement is believed to have been made, an off-stage voice interrupts the proceedings and asks the player to back the fact. if he is able, he presents proof (for example, a newspaper article) and wins a prize. however, should his bluff be called, he relinquishes his post to anotherplayer. the short-lived game ran from october 22, 1953 to november 26, 1953. host: joey adams. assistant: hope lange. regular: al kelly. announcer-off-stage voice: carl caruso. "
2662875,the kate smith show,nan,2,1957,nan,k3253,nan,nan,nan,1957-????, the kate smith hour ,89,4346, the kate smith hour ,series, variety, cbs,1950,1954," a daytime program of music, song and comedy with singer icate smith as the host. featured segments include ethel and alert (a domestic comedy with peg lynch and alan bunce. the segment was spun off into its own series; see ethel and ^/^frt for information); the world of mister sweeney (a comedy with charlie ruggles and glenn walker that also became a series; see the world of mister sweeney for information); house in the garden (a vignette about small town life); and the talent showcase (performances by aspiring newcomers). the series ran from september 25, 1950 to june 18, 1954. ted collins and barry wood are the producers. hostess: kate smith. regulars: peggy ryan, jeff clark, jimmy nelson, ray macdonald, evelyn tyner, richard stuart, flora stuart, fran barber, billy mills, robert maxwell, claire frin, virginia mccurdy, diane carol, peg lynch, alan bunce, charlie ruggles, glenn walker, hal leroy, adolph dehm, barry wood, dorothy day, lauren gilbert, monica lovett, mimi stongin, james vickery, arlene dalton, the mcguire sisters, the showtimers, the john butler ballet group, the jack allison singers. announcer: andre baruch. orchestra: jack miller. "
1388760,kraft television theatre,nan,2,1947,nan,k6134,nan,nan,nan,1947-1958, the kraft television theater ,88,4489, the kraft television theater ,series, anthology," nbc, abc",1947,1955," dramatic and comedic productions featuring broadway veterans, well known and lesser-known actors. the series, sponsored by kraft dairy foods, was the first hourlong anthology series to be broadcast to the midwest by the coaxial cable (1949). the series ran on nbc from may 7, 1947 to october 1, 1958; and on abc from october 15, 1953 to january 6, 1955. performers include: tammy grimes, lee remick, farley granger, sylvia sidney, patricia mccormack, glenda farrell, peggy ann garner, clilf robinson, sal mineo, nancy marchand, collin wilcox, ed begley, roland winters, nancy malone, betsy palmer, shelley winters, rudy vallee, william shatner, fay wray, pat o'brien, milton berle, gloria vanderbilt, lee grant, lynn loring, e.g. marshall, dan o'herlihy, lorne greene, raymond massey, joanne woodward, audra lindley, basil rathbone, hope lange, elizabeth montgomery, james whitmore, patrick macnee, constance ford, tony franciosa, gisele mackenzie, lillian gish, jane seymour, claudia morgan, olga fabian. announcer: ed herlihy, charles stark."
1389346,kraft television theatre,nan,2,1953,nan,k6134,nan,nan,nan,1953-????, the kraft television theater ,88,4489, the kraft television theater ,series, anthology," nbc, abc",1947,1955," dramatic and comedic productions featuring broadway veterans, well known and lesser-known actors. the series, sponsored by kraft dairy foods, was the first hourlong anthology series to be broadcast to the midwest by the coaxial cable (1949). the series ran on nbc from may 7, 1947 to october 1, 1958; and on abc from october 15, 1953 to january 6, 1955. performers include: tammy grimes, lee remick, farley granger, sylvia sidney, patricia mccormack, glenda farrell, peggy ann garner, clilf robinson, sal mineo, nancy marchand, collin wilcox, ed begley, roland winters, nancy malone, betsy palmer, shelley winters, rudy vallee, william shatner, fay wray, pat o'brien, milton berle, gloria vanderbilt, lee grant, lynn loring, e.g. marshall, dan o'herlihy, lorne greene, raymond massey, joanne woodward, audra lindley, basil rathbone, hope lange, elizabeth montgomery, james whitmore, patrick macnee, constance ford, tony franciosa, gisele mackenzie, lillian gish, jane seymour, claudia morgan, olga fabian. announcer: ed herlihy, charles stark."
190323,armstrong circle theatre,nan,2,1950,nan,a6523,nan,nan,nan,1950-1963, the armstrong circle theater ,88,443, the armstrong circle theater ,series, anthology," nbc, cbs",1950,1963," varying dramatizations, all well written, acted and directed with many based on true incidents. the performers listed below are a sampling of those who have appeared on the program. the series, sponsored by the armstrong corporation, ran on nbc from january 6, 1950 to june 25, 1957, and on cbs from october 2, 1957 to august 28, 1963. hosts: nelson case (1955-1957), douglas edwards (1961-1962), ron cochron (1962-1963). performers include: anne jackson, john lipton, henry daniell, cloris leachman, leslie nielsen, grace kelly, henry hull, john newland, lola albright, cara williams, ed begley, bonita granville, patricia breslin, walter matthau, elizabeth montgomery, jackie cooper, james dean, janet blair, joanne woodward, darren mcgavin, bibi osterwald, everett sloane, jack warden, peggy mckay, lois nettleton, patty duke. "
1890238,oldsmobile music theatre,nan,2,1959,nan,o4325,nan,nan,nan,1959-????, the oldsmobile music theater ,88,6021, the oldsmobile music theater ,series, anthology, nbc,1959,nan," the program, sponsored by oldsmobile cars, features dramas with interwoven songs from the past and present (1959) with singers florence henderson and bill hayes as the hosts. the series, which produced seven episodes, is also known as hayes and henderson and ran from march 26, 1959 to may 7, 1959. "
2620957,the ford television theatre,nan,2,1952,nan,f6341,nan,nan,nan,1952-1957, ford television theater ,88,2796, ford television theater ,series, anthology," nbc, abc ",1952,1957," a series of quality dramatic presentations sponsored by the ford motor company. the series, which produced 194 episodes, ran on nbc from october 2, 1952 to september 27, 1956 and on abc from october 3, 1956 to june 26, 1957. performers include: teresa wright, pat o'brien, brian keith, ann sheridan, cesar romero, linda darnell, craig stevens, phyllis krk, paulette goddard, bette davis, keenan wynn, ruth roman, ray miuand, barbara stanwyck, beverly garland, lee van cleef, laraine day, gene barry, mae clarke, roger smith, walter brennan, june lockhart, frank lovejoy, joanna barnes, louis jourdan, rory calhoun, edward g. robinson, joan bennett, anna maria alberghetti, joan fonatine, raymond burr, linda darnell, mala powers, dale robertson, ricardo montalban, janet blair, elinor donahue, charles coburn, gale robbins, natalie wood, hillary brooke, arlene dahl, richard denning, gale storm, joanne dru, margaret o'brien, marjorie lord, ward bond, joanne woodward, barbara hale, judy nugent, claire trevor, joan leslie, anita louise, ellen drew, irene dunne, angela lansbury, merle oberon, maureen o'suuivan, adele jergens. "
1217189,i led 3 lives,nan,2,1953,nan,l3412,nan,nan,nan,1953-1956, i led three lives ,87,3810, i led three lives ,series, drama, syn.,1953,1956," herbert philbrick is a man who led three lives: private citizen, undercover agent, and fbi counterspy. stories depict his life as a counterspy and his efforts to infiltrate the american communist party and inform the u.s. government officials of the red military movement. eva philbrick is herbert's wife; constance is their daughter; steve daniels and joe carney are fbi agents. cast: richard carlson {herbert philbrick), virginia stefan {eva philbrick), patricia morrow {constance philbrick), john beradino {steve daniels), charles maxwell {joe carney). "
1781846,nash airflyte theatre,nan,2,1950,nan,n2614,nan,nan,nan,1950-1951, the nash airflyte theater ,87,5711, the nash airflyte theater ,series, anthology, cbs,1950,1951," a series of dramatic presentations sponsored by nash products. the series, which produced 25 episodes, ran from september  21, 1950 to march 15, 1951. performers include: laraine day, joan bennett, richard greene, kitty carlisle, jane wyatt, jimmy carroll, katherine alexander, nina foch, lionel stander, barbara rollins, joan blondell, richard arlen, dane clark, parker fennelly, van heflin, john payne, torin thatcher, david niven, marguerite piazza, ronald reagan, basil rathbone, bethel leslie, marsha van dyke, ann rutherford, fredric march. "
991875,general electric guest house,nan,2,1951,nan,g5642,nan,nan,nan,1951-????, ge guest house ,86,2982, ge guest house ,series, interview, cbs,1951,nan," the program features a different celebrity panel each week discussing the various aspects of the entertainment industry. the series, sponsored by general electric, ran from july 1, 1951 to august 26, 1951. host: durward kirby, oscar levant. annoimcer: durward kirby. "
2506346,texaco star theatre starring milton berle,nan,2,1948,nan,t2363,nan,nan,nan,1948-1956, texaco star theater ,86,8183, texaco star theater ,series, variety, nbc,1948,1953," a program of music and outlandish slapstick comedy with milton berle, the comedian whose tuesday night show drastically helped to boost the sale of television sets at a time when the new medium was considered a vast wasteland (and a set was quite expensive); he earned the nickname ""mr. television."" the series, sponsored by texaco gasoline, ran from september 21, 1948 to june 9,  1953. host: milton berle. regulars: sid stone, arnold stang, dolores gray, bobby clark, ruth gilbert, willie field, the dunhius, the merry texaco repairmen, the balicana ivanko troupe. orchestra: allen roth. commercial spokesman: jimmy nelson. "
1051025,goodyear television playhouse,nan,2,1951,nan,g3634,nan,nan,nan,1951-1957, the goodyear revue ,86,3182, the goodyear revue ,series, variety, abc,1949,1952," a weekly program of music, songs and light comedy sponsored by goodyear. william brown, jr. is the producer. host: earl wrightson. regulars: maureen cannon, the ray porter chorus. orchestra: glenn osser. "
727443,"douglas fairbanks, jr., presents",nan,2,1953,nan,d2421,nan,nan,nan,1953-1957," douglas fairbanks, jr presents the rheingold theater ",86,2223," douglas fairbanks, jr presents the rheingold theater ",series, anthology, syn.,1953,1957," dramatizations of people caught in unusual circumstances. the series is sponsored by rheingold beer and hosted by actor douglas fairbanks, jr. host: douglas fairbanks, jr. performers include: douglas fairbanks, jr., christopher lee, lou jacobi, barbara mullen, marjorie fielding, greta gynt, wilfrid hyde-white, cliiford evans, elizabeth sellers, joan tetzel, lee patterson, diana dors, ron rondell, michael cough, marius goring, buster keaton, yvonne mitchell, patricia medina, rossano brazzi, paula wright, june rodney, betty mcdowell, jean cadell, luciana paluzzi, clifford evans, cyril cusack, j. carrol naish, hellane be-land, robert beatty, christopher rhodes, bernard lee, nora swimburne, dennis o'dea, maurice kaufman. "
884482,faith baldwin romance theatre,nan,2,1951,nan,f3143,nan,nan,nan,1951-????, faith baldwins theater of romance ,86,2522, faith baldwins theater of romance ,series, anthology, abc,1951,nan," dramatizations based on the problems faced by people in their everyday lives. the series, which produced 22 episodes, is also known as the faith baldwin playhouse and ran from january 20, 1951 to october 20, 1951. hostess-narrator: faith baldwin. performers include: ilona massey, nancy kelly, paul hartman, sylvia field, walter abel, charles starrett, robert warrick, nina foch, betsy von furstenburg, jeffrey lynn, glenda farrell, neva patterson, nancy carroll, joseph schildkraut, luise rainer, susan douglas, john carradine, constance bennett, robert sterling, robert alda, sarah churchill, coleen gray, roddy mcdowall, isabel elsom. "
98838,alcoa theatre,nan,2,1957,nan,a4236,nan,nan,nan,1957-1960, the alcoa/goodyear theater ,86,175, the alcoa/goodyear theater ,series, anthology, nbc,1958,1960," a series of varying presentations sponsored on alternate weeks by alcoa aluminum and goodyear tires. the credits listed below are a sampling of the people who have worked on the series. the series aired from september 29, 1958 to may 23, 1960 with 35 episodes broadcast as the goodyear theater and 33 episodes as the alcoa theater. performers include: patricia mccormack, cornel wilde, gig young, everett sloane, janet blair, julie adams, jackie cooper, kim hunter, patricia breslin, tony randall, jack carson, keenan wynn, ray milland, cliff robertson, jim backus, lew ayres, agnes moorehead, james mason, roberta shore, elinor donahue, ernie kovacs, jack albertson, joanne dru, eli wallach, martin balsam, errol flynn, philip ahn, gary merrill. "
1051169,goodyear theatre,nan,2,1957,nan,g3636,nan,nan,nan,1957-1960, the alcoa/goodyear theater ,86,175, the alcoa/goodyear theater ,series, anthology, nbc,1958,1960," a series of varying presentations sponsored on alternate weeks by alcoa aluminum and goodyear tires. the credits listed below are a sampling of the people who have worked on the series. the series aired from september 29, 1958 to may 23, 1960 with 35 episodes broadcast as the goodyear theater and 33 episodes as the alcoa theater. performers include: patricia mccormack, cornel wilde, gig young, everett sloane, janet blair, julie adams, jackie cooper, kim hunter, patricia breslin, tony randall, jack carson, keenan wynn, ray milland, cliff robertson, jim backus, lew ayres, agnes moorehead, james mason, roberta shore, elinor donahue, ernie kovacs, jack albertson, joanne dru, eli wallach, martin balsam, errol flynn, philip ahn, gary merrill. "
962252,frontiers of faith,nan,2,1951,nan,f6536,nan,nan,nan,1951-1970,,,,,,,,,,
353840,broadway jamboree,nan,2,1948,nan,b6325,nan,nan,nan,1948-????,,,,,,,,,,
2215215,saturday night jamboree,nan,2,1948,nan,s3635,nan,nan,nan,1948-1949,,,,,,,,,,
1174591,hometown jamboree,nan,2,1949,nan,h5352,nan,nan,nan,1949-1960,,,,,,,,,,
1389832,kreisler bandstand,nan,2,1951,nan,k6246,nan,nan,nan,1951-????,,,,,,,,,,
244374,bandstand review,nan,2,1949,nan,b5323,nan,nan,nan,1949-????,,,,,,,,,,
4415984,the rocket,nan,3,1952,nan,r23,nan,nan,nan,nan,,,,,,,,,,
2275004,shopper's corner,nan,2,1951,nan,s1626,nan,nan,nan,1951-????,,,,,,,,,,
2197492,sally smart's kitchen,nan,2,1950,nan,s4256,nan,nan,nan,1950-1953,,,,,,,,,,
413474,casper the friendly ghost,nan,2,1945,nan,c2163,nan,nan,nan,1945-????,,,,,,,,,,
1704419,modern homemakers,nan,2,1951,nan,m3652,nan,nan,nan,1951-????,,,,,,,,,,
2825734,the world in your home,nan,2,1944,nan,w6435,nan,nan,nan,1944-1948,,,,,,,,,,
2540684,the better home show,nan,2,1951,nan,b3652,nan,nan,nan,1951-1952,,,,,,,,,,
2275005,shopping at home,nan,2,1946,nan,s1523,nan,nan,nan,1946-1946,,,,,,,,,,
1173099,home run derby,nan,2,1959,nan,h5653,nan,nan,nan,1959-1961,,,,,,,,,,
2686021,the marshall plan in action,nan,2,1950,nan,m6241,nan,nan,nan,1950-1953,,,,,,,,,,
2328101,social security in action,nan,2,1958,nan,s2426,nan,nan,nan,1958-1968,,,,,,,,,,
930027,flight to rhythm,nan,2,1949,nan,f4236,nan,nan,nan,1949-????,,,,,,,,,,
2261046,shakespeare on tv,nan,2,1953,nan,s2165,nan,nan,nan,1953-????,,,,,,,,,,
562839,cross question,nan,2,1949,nan,c6235,nan,nan,nan,1949-????,,,,,,,,,,
1657235,meet the boss,nan,2,1952,nan,m312,nan,nan,nan,1952-1953,,,,,,,,,,
3026583,vincent lopez,nan,2,1949,nan,v5253,nan,nan,nan,1949-????,,,,,,,,,,
1810839,new york philharmonic young people's concerts,nan,2,1958,nan,n6214,nan,nan,nan,1958-1972,,,,,,,,,,
1983062,people's platform,nan,2,1948,nan,p1421,nan,nan,nan,1948-1950,,,,,,,,,,
3064868,"we, the people",nan,2,1948,nan,w314,nan,nan,nan,1948-1952,,,,,,,,,,
2703089,the most important people,nan,2,1950,nan,m2351,nan,nan,nan,1950-1951,,,,,,,,,,
1138567,high road to danger,nan,2,1958,nan,h2635,nan,nan,nan,1958-????,,,,,,,,,,
1161547,hollywood summer theatre,nan,2,1956,nan,h4325,nan,nan,nan,1956-????,,,,,,,,,,
1013969,gillette summer sports reel,nan,2,1950,nan,g4325,nan,nan,nan,1950-1955,,,,,,,,,,
1089937,hallmark summer theatre,nan,2,1952,nan,h4562,nan,nan,nan,1952-????,,,,,,,,,,
991885,general electric summer originals,nan,2,1956,nan,g5642,nan,nan,nan,1956-????,,,,,,,,,,
2411446,summer theatre,nan,2,1953,nan,s5636,nan,nan,nan,1953-????,,,,,,,,,,
2411257,summer night theater,nan,2,1953,nan,s5652,nan,nan,nan,1953-????,,,,,,,,,,
2411208,summer holiday,nan,2,1954,nan,s5643,nan,nan,nan,1954-????,,,,,,,,,,
79106,adventure,nan,2,1953,nan,a3153,nan,nan,nan,1953-????,,,,,,,,,,
758405,e.s.p.,nan,2,1958,nan,e21,nan,nan,nan,1958-????,,,,,,,,,,
2890629,tonight!,nan,2,1953,nan,t523,nan,nan,nan,1953-1957,,,,,,,,,,
2888239,tomorrow,nan,2,1955,nan,t56,nan,nan,nan,1955-????,,,,,,,,,,
3705809,home is the sailor,nan,3,1953,nan,h5232,nan,nan,nan,nan,,,,,,,,,,
3927143,mann of action,nan,3,1958,nan,m5123,nan,nan,nan,nan,,,,,,,,,,
3609302,flight from cathay,nan,3,1954,nan,f4231,nan,nan,nan,nan,,,,,,,,,,
4140394,red cross fund program,nan,3,1951,nan,r3262,nan,nan,nan,nan,,,,,,,,,,
3500406,destination nightmare,nan,3,1958,nan,d2353,nan,nan,nan,nan,,,,,,,,,,
3232970,a midsummer night's dream,nan,3,1959,nan,m3256,nan,nan,nan,nan,,,,,,,,,,
4276525,summer of decision,nan,3,1959,nan,s5613,nan,nan,nan,nan,,,,,,,,,,
3532842,dream,nan,3,1945,nan,d65,nan,nan,nan,nan,,,,,,,,,,
3926537,manhunt in space,nan,3,1956,nan,m5352,nan,nan,nan,nan,,,,,,,,,,
3240179,a star is born world premiere,nan,3,1954,nan,s3621,nan,nan,nan,nan,,,,,,,,,,
3819650,ktla premiere,nan,3,1947,nan,k3416,nan,nan,nan,nan,,,,,,,,,,
4363725,the hammer and the sword,nan,3,1955,nan,h5653,nan,nan,nan,nan,,,,,,,,,,
3924352,man and superman,nan,3,1956,nan,m5321,nan,nan,nan,nan,,,,,,,,,,
4297143,tarzan and the trappers,nan,3,1958,nan,t6253,nan,nan,nan,nan,,,,,,,,,,
